code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""5519921000006113""",UNKNOWN,true,"""fbs - fasting blood sugar""	""Aurum""",
"""5519931000006111""",UNKNOWN,true,"""lunch time blood glucose measurement""	""Aurum""",
"""5519961000006119""",UNKNOWN,true,"""supper time blood glucose measurement""	""Aurum""",
"""5519981000006112""",UNKNOWN,true,"""supper time blood sugar level""	""Aurum""",
"""5519991000006110""",UNKNOWN,true,"""bedtime blood glucose measurement""	""Aurum""",
"""5520001000006117""",UNKNOWN,true,"""bedtime blood sugar level""	""Aurum""",
"""5576781000006110""",UNKNOWN,true,"""glucose in sample""	""Aurum""",
"""5576911000006117""",UNKNOWN,true,"""bm stix glucose measurement""	""Aurum""",
"""5587011000006111""",UNKNOWN,true,"""neonatal hyperglycaemia""	""Aurum""",
"""5910951000006116""",UNKNOWN,true,"""post-prandial blood glucose measurement""	""Aurum""",
"""5910961000006119""",UNKNOWN,true,"""post-prandial blood glucose""	""Aurum""",
"""5910991000006110""",UNKNOWN,true,"""capillary blood glucose level""	""Aurum""",
"""6173321000006112""",UNKNOWN,true,"""blood glucose meters""	""Aurum""",
"""6275381000006114""",UNKNOWN,true,"""glucose concentration, dipstick - finding""	""Aurum""",
"""6275401000006114""",UNKNOWN,true,"""finding of glucose concentration, dipstick""	""Aurum""",
"""6279571000006118""",UNKNOWN,true,"""glucose level - finding""	""Aurum""",
"""6279581000006115""",UNKNOWN,true,"""glucose level""	""Aurum""",
"""6279601000006113""",UNKNOWN,true,"""blood glucose level - finding""	""Aurum""",
"""6279611000006111""",UNKNOWN,true,"""blood glucose level""	""Aurum""",
"""6279621000006115""",UNKNOWN,true,"""blood glucose result""	""Aurum""",
"""6279631000006117""",UNKNOWN,true,"""blood glucose result - finding""	""Aurum""",
"""6613341000006113""",UNKNOWN,true,"""diabetic monitoring - injection sites abnormal""	""Aurum""",
"""6615341000006112""",UNKNOWN,true,"""diabetic monitoring - injection sites normal""	""Aurum""",
"""6648161000006111""",UNKNOWN,true,"""blood glucose control education""	""Aurum""",
"""6710241000006115""",UNKNOWN,true,"""blood glucose status""	""Aurum""",
"""6833931000006116""",UNKNOWN,true,"""blood glucose series""	""Aurum""",
"""6920561000006117""",UNKNOWN,true,"""blood sugar management""	""Aurum""",
"""7257451000006115""",UNKNOWN,true,"""measurement of protein and glucose in urine specimen using reagent test strip""	""Aurum""",
"""7265781000006119""",UNKNOWN,true,"""random blood glucose abnormal""	""Aurum""",
"""7282391000006114""",UNKNOWN,true,"""urea, electrolytes and glucose measurement""	""Aurum""",
"""7508821000006112""",UNKNOWN,true,"""blood glucose monitoring""	""Aurum""",
