"prodcodeid"	"term"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"concat"	"match"	"Antihypertensives"
"2720241000033110"	"Cozaar 100mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Losartan"	"100.000mg"	NA	"cozaar 100mg tablets cozaar 100mg tablets  organon pharma  uk  ltd  losartan potassium"	1	"Losartan"
"2724541000033115"	"Ramipril  Titration pack  7 x 2.5 mg, 21 x 5 mg, 7 x 10 mg"	"Ramipril  Titration pack  7 x 2.5 mg, 21 x 5 mg, 7 x 10 mg"	NA	NA	"Ramipril"	NA	NA	"na ramipril  titration pack  7 x 2 5 mg  21 x 5 mg  7 x 10 mg ramipril"	1	"Ramipril"
"2739541000033117"	"Coversyl Plus tablets (Servier Laboratories Ltd)"	"Coversyl Plus tablets"	"Tablet/ Oral Tablet"	"Oral"	"Indapamide/Perindopril"	"1.250mg + 4.000mg"	NA	"coversyl plus tablets coversyl plus tablets  servier laboratories ltd  indapamide  perindopril erbumine"	1	"Indapamide/Perindopril"
"2746441000033111"	"Hydrochlorothiazide 50mg/5ml oral solution"	"Hydrochlorothiazide 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Hydrochlorothiazide"	"10.000mg/1.000ml"	"02020100"	"hydrochlorothiazide 50mg 5ml oral solution hydrochlorothiazide 50mg 5ml oral solution hydrochlorothiazide"	1	"Hydrochlorothiazide"
"2757941000033118"	"Phenoxybenzamine 25mg/5ml oral suspension"	"Phenoxybenzamine 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Phenoxybenzamine"	"5.000mg/1.000ml"	"02050400"	"phenoxybenzamine 25mg 5ml oral suspension phenoxybenzamine 25mg 5ml oral suspension phenoxybenzamine hydrochloride"	1	"Phenoxybenzamine"
"2760041000033110"	"Cascor 2mg tablets (Sun Pharma UK Ltd)"	"Cascor 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"2.000mg"	NA	"cascor 2mg tablets cascor 2mg tablets  sun pharma uk ltd  doxazosin mesilate"	1	"Doxazosin"
"2760141000033114"	"Cascor 4mg tablets (Sun Pharma UK Ltd)"	"Cascor 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"4.000mg"	NA	"cascor 4mg tablets cascor 4mg tablets  sun pharma uk ltd  doxazosin mesilate"	1	"Doxazosin"
"2776441000033110"	"Clonidine Hydrochloride  Transdermal patches (7 days)  2.5 mg (0.1mg/24 hours)"	"Clonidine Hydrochloride  Transdermal patches (7 days)  2.5 mg (0.1mg/24 hours)"	NA	NA	"Clonidine"	NA	NA	"na clonidine hydrochloride  transdermal patches  7 days   2 5 mg  0 1mg 24 hours  clonidine"	1	"Clonidine"
"2776541000033111"	"Hypolar XL 30 tablets (Sandoz Ltd)"	"Hypolar XL 30 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"30.000mg"	NA	"hypolar xl 30 tablets hypolar xl 30 tablets  sandoz ltd  nifedipine"	1	"Nifedipine"
"2779141000033112"	"Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd)"	"Bi-Carzem SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"60.000mg"	NA	"bi carzem sr 60mg capsules bi carzem sr 60mg capsules  tillomed laboratories ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2779241000033117"	"Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)"	"Bi-Carzem SR 90mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	NA	"bi carzem sr 90mg capsules bi carzem sr 90mg capsules  tillomed laboratories ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2779341000033110"	"Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd)"	"Bi-Carzem SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	NA	"bi carzem sr 120mg capsules bi carzem sr 120mg capsules  tillomed laboratories ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2839841000033118"	"Rapranol SR 160mg capsules (Sun Pharma UK Ltd)"	"Rapranol SR 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"160.000mg"	NA	"rapranol sr 160mg capsules rapranol sr 160mg capsules  sun pharma uk ltd  propranolol hydrochloride"	1	"Propranolol"
"2839941000033114"	"Rapranol SR 80mg capsules (Sun Pharma UK Ltd)"	"Rapranol SR 80mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"80.000mg"	NA	"rapranol sr 80mg capsules rapranol sr 80mg capsules  sun pharma uk ltd  propranolol hydrochloride"	1	"Propranolol"
"2845841000033119"	"Ranvera MR 240mg tablets (Sun Pharma UK Ltd)"	"Ranvera MR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	NA	"ranvera mr 240mg tablets ranvera mr 240mg tablets  sun pharma uk ltd  verapamil hydrochloride"	1	"Verapamil"
"2845941000033110"	"Bosentan 62.5mg tablets"	"Bosentan 62.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bosentan"	"62.500mg"	"02050100"	"bosentan 62 5mg tablets bosentan 62 5mg tablets bosentan monohydrate"	1	"Bosentan"
"2846041000033117"	"Tracleer 62.5mg tablets (Janssen-Cilag Ltd)"	"Tracleer 62.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bosentan"	"62.500mg"	NA	"tracleer 62 5mg tablets tracleer 62 5mg tablets  janssen cilag ltd  bosentan monohydrate"	1	"Bosentan"
"2846141000033118"	"Bosentan 125mg tablets"	"Bosentan 125mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bosentan"	"125.000mg"	"02050100"	"bosentan 125mg tablets bosentan 125mg tablets bosentan monohydrate"	1	"Bosentan"
"2846241000033113"	"Tracleer 125mg tablets (Janssen-Cilag Ltd)"	"Tracleer 125mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bosentan"	"125.000mg"	NA	"tracleer 125mg tablets tracleer 125mg tablets  janssen cilag ltd  bosentan monohydrate"	1	"Bosentan"
"2846641000033111"	"Coversyl 8mg tablets (Servier Laboratories Ltd)"	"Coversyl 8mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perindopril"	"8.000mg"	NA	"coversyl 8mg tablets coversyl 8mg tablets  servier laboratories ltd  perindopril erbumine"	1	"Perindopril"
"2846741000033119"	"Perindopril erbumine 8mg tablets"	"Perindopril erbumine 8mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perindopril"	"8.000mg"	"02050501"	"perindopril erbumine 8mg tablets perindopril erbumine 8mg tablets perindopril erbumine"	1	"Perindopril"
"2864241000033110"	"MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd)"	"MicardisPlus 40mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 40.000mg"	NA	"micardisplus 40mg 12 5mg tablets micardisplus 40mg 12 5mg tablets  boehringer ingelheim ltd  hydrochlorothiazide  telmisartan"	1	"Hydrochlorothiazide/Telmisartan"
"2864341000033117"	"MicardisPlus 80mg/12.5mg tablets (Boehringer Ingelheim Ltd)"	"MicardisPlus 80mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 80.000mg"	NA	"micardisplus 80mg 12 5mg tablets micardisplus 80mg 12 5mg tablets  boehringer ingelheim ltd  hydrochlorothiazide  telmisartan"	1	"Hydrochlorothiazide/Telmisartan"
"2883341000033118"	"Ramipril 5mg/5ml oral suspension"	"Ramipril 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Ramipril"	"1.000mg/1.000ml"	"02050501"	"ramipril 5mg 5ml oral suspension ramipril 5mg 5ml oral suspension ramipril"	1	"Ramipril"
"2890641000033116"	"Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd)"	"Vera-Til SR 120mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"120.000mg"	NA	"vera til sr 120mg tablets vera til sr 120mg tablets  tillomed laboratories ltd  verapamil hydrochloride"	1	"Verapamil"
"2890741000033113"	"Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd)"	"Vera-Til SR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	NA	"vera til sr 240mg tablets vera til sr 240mg tablets  tillomed laboratories ltd  verapamil hydrochloride"	1	"Verapamil"
"2920141000033113"	"Diltiazem 2% cream"	"Diltiazem 2% cream"	"Cream"	"Transdermal/ Route of administration not applicable"	"Diltiazem"	"20.000mg/1.000gram"	"01070100"	"diltiazem 2  cream diltiazem 2  cream diltiazem hydrochloride"	1	"Diltiazem"
"2928341000033114"	"Tensopril 12.5mg tablets (Teva UK Ltd)"	"Tensopril 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"12.500mg"	NA	"tensopril 12 5mg tablets tensopril 12 5mg tablets  teva uk ltd  captopril"	1	"Captopril"
"2928441000033115"	"Tensopril 25mg tablets (Teva UK Ltd)"	"Tensopril 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"25.000mg"	NA	"tensopril 25mg tablets tensopril 25mg tablets  teva uk ltd  captopril"	1	"Captopril"
"2928541000033119"	"Tensopril 50mg tablets (Teva UK Ltd)"	"Tensopril 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"50.000mg"	NA	"tensopril 50mg tablets tensopril 50mg tablets  teva uk ltd  captopril"	1	"Captopril"
"2928841000033117"	"Cabren 2.5mg modified-release tablets (Teva UK Ltd)"	"Cabren 2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	NA	"cabren 2 5mg modified release tablets cabren 2 5mg modified release tablets  teva uk ltd  felodipine"	1	"Felodipine"
"2928941000033113"	"Cabren 5mg modified-release tablets (Teva UK Ltd)"	"Cabren 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"cabren 5mg modified release tablets cabren 5mg modified release tablets  teva uk ltd  felodipine"	1	"Felodipine"
"2929041000033116"	"Cabren 10mg modified-release tablets (Teva UK Ltd)"	"Cabren 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"cabren 10mg modified release tablets cabren 10mg modified release tablets  teva uk ltd  felodipine"	1	"Felodipine"
"2929141000033117"	"Slo-Pro 160mg capsules (Viatris UK Healthcare Ltd)"	"Slo-Pro 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"160.000mg"	NA	"slo pro 160mg capsules slo pro 160mg capsules  viatris uk healthcare ltd  propranolol hydrochloride"	1	"Propranolol"
"2944541000033111"	"Olmesartan medoxomil 10mg tablets"	"Olmesartan medoxomil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olmesartan"	"10.000mg"	"02050502"	"olmesartan medoxomil 10mg tablets olmesartan medoxomil 10mg tablets olmesartan medoxomil"	1	"Olmesartan"
"2944641000033112"	"Olmesartan medoxomil 20mg tablets"	"Olmesartan medoxomil 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olmesartan"	"20.000mg"	"02050502"	"olmesartan medoxomil 20mg tablets olmesartan medoxomil 20mg tablets olmesartan medoxomil"	1	"Olmesartan"
"2944741000033115"	"Olmesartan medoxomil 40mg tablets"	"Olmesartan medoxomil 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olmesartan"	"40.000mg"	"02050502"	"olmesartan medoxomil 40mg tablets olmesartan medoxomil 40mg tablets olmesartan medoxomil"	1	"Olmesartan"
"2944841000033113"	"Olmetec 10mg tablets (Daiichi Sankyo UK Ltd)"	"Olmetec 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olmesartan"	"10.000mg"	NA	"olmetec 10mg tablets olmetec 10mg tablets  daiichi sankyo uk ltd  olmesartan medoxomil"	1	"Olmesartan"
"2944941000033117"	"Olmetec 20mg tablets (Daiichi Sankyo UK Ltd)"	"Olmetec 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olmesartan"	"20.000mg"	NA	"olmetec 20mg tablets olmetec 20mg tablets  daiichi sankyo uk ltd  olmesartan medoxomil"	1	"Olmesartan"
"2945041000033117"	"Olmetec 40mg tablets (Daiichi Sankyo UK Ltd)"	"Olmetec 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olmesartan"	"40.000mg"	NA	"olmetec 40mg tablets olmetec 40mg tablets  daiichi sankyo uk ltd  olmesartan medoxomil"	1	"Olmesartan"
"2945841000033112"	"Ecopace 12.5mg tablets (Advanz Pharma)"	"Ecopace 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"12.500mg"	NA	"ecopace 12 5mg tablets ecopace 12 5mg tablets  advanz pharma  captopril"	1	"Captopril"
"2945941000033116"	"Ecopace 25mg tablets (Advanz Pharma)"	"Ecopace 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"25.000mg"	NA	"ecopace 25mg tablets ecopace 25mg tablets  advanz pharma  captopril"	1	"Captopril"
"2946041000033114"	"Ecopace 50mg tablets (Advanz Pharma)"	"Ecopace 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"50.000mg"	NA	"ecopace 50mg tablets ecopace 50mg tablets  advanz pharma  captopril"	1	"Captopril"
"2952241000033115"	"Zildil SR 60mg capsules (Healthcare Pharma Ltd)"	"Zildil SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"60.000mg"	NA	"zildil sr 60mg capsules zildil sr 60mg capsules  healthcare pharma ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2952341000033113"	"Zildil 90mg modified-release capsules (Healthcare Pharma Ltd)"	"Zildil 90mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	NA	"zildil 90mg modified release capsules zildil 90mg modified release capsules  healthcare pharma ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2952441000033119"	"Zildil SR 120mg capsules (Healthcare Pharma Ltd)"	"Zildil SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	NA	"zildil sr 120mg capsules zildil sr 120mg capsules  healthcare pharma ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2955041000033115"	"Valni 20 Retard tablets (Tillomed Laboratories Ltd)"	"Valni 20 Retard tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"valni 20 retard tablets valni 20 retard tablets  tillomed laboratories ltd  nifedipine"	1	"Nifedipine"
"2955141000033116"	"Zemret 180 XL capsules (Tillomed Laboratories Ltd)"	"Zemret 180 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	NA	"zemret 180 xl capsules zemret 180 xl capsules  tillomed laboratories ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2955241000033111"	"Zemret 240 XL capsules (Tillomed Laboratories Ltd)"	"Zemret 240 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	NA	"zemret 240 xl capsules zemret 240 xl capsules  tillomed laboratories ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2955341000033118"	"Zemret 300 XL capsules (Tillomed Laboratories Ltd)"	"Zemret 300 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	NA	"zemret 300 xl capsules zemret 300 xl capsules  tillomed laboratories ltd  diltiazem hydrochloride"	1	"Diltiazem"
"2955941000033119"	"Urizide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Urizide 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg"	NA	"urizide 2 5mg tablets urizide 2 5mg tablets  dr reddy s laboratories  uk  ltd  bendroflumethiazide"	1	"Bendroflumethiazide"
"2956041000033112"	"Amoride 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Amoride 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amiloride"	"5.000mg"	NA	"amoride 5mg tablets amoride 5mg tablets  dr reddy s laboratories  uk  ltd  amiloride hydrochloride"	1	"Amiloride"
"2957941000033110"	"Doxadura 1mg tablets (Dexcel-Pharma Ltd)"	"Doxadura 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"1.000mg"	NA	"doxadura 1mg tablets doxadura 1mg tablets  dexcel pharma ltd  doxazosin mesilate"	1	"Doxazosin"
"2958041000033113"	"Doxadura 2mg tablets (Dexcel-Pharma Ltd)"	"Doxadura 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"2.000mg"	NA	"doxadura 2mg tablets doxadura 2mg tablets  dexcel pharma ltd  doxazosin mesilate"	1	"Doxazosin"
"2958141000033112"	"Doxadura 4mg tablets (Dexcel-Pharma Ltd)"	"Doxadura 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"4.000mg"	NA	"doxadura 4mg tablets doxadura 4mg tablets  dexcel pharma ltd  doxazosin mesilate"	1	"Doxazosin"
"2979941000033119"	"Felotens XL 5mg tablets (Thornton & Ross Ltd)"	"Felotens XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"felotens xl 5mg tablets felotens xl 5mg tablets  thornton   ross ltd  felodipine"	1	"Felodipine"
"2980041000033115"	"Felotens XL 10mg tablets (Thornton & Ross Ltd)"	"Felotens XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"felotens xl 10mg tablets felotens xl 10mg tablets  thornton   ross ltd  felodipine"	1	"Felodipine"
"2989541000033115"	"Ramipril 1.25mg tablets"	"Ramipril 1.25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"1.250mg"	"02050501"	"ramipril 1 25mg tablets ramipril 1 25mg tablets ramipril"	1	"Ramipril"
"2989641000033119"	"Ramipril 2.5mg tablets"	"Ramipril 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"2.500mg"	"02050501"	"ramipril 2 5mg tablets ramipril 2 5mg tablets ramipril"	1	"Ramipril"
"2989741000033111"	"Ramipril 5mg tablets"	"Ramipril 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"5.000mg"	"02050501"	"ramipril 5mg tablets ramipril 5mg tablets ramipril"	1	"Ramipril"
"2989841000033118"	"Ramipril 10mg tablets"	"Ramipril 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"10.000mg"	"02050501"	"ramipril 10mg tablets ramipril 10mg tablets ramipril"	1	"Ramipril"
"2989941000033114"	"Tritace 1.25mg tablets (Sanofi)"	"Tritace 1.25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"1.250mg"	NA	"tritace 1 25mg tablets tritace 1 25mg tablets  sanofi  ramipril"	1	"Ramipril"
"2990041000033116"	"Tritace 2.5mg tablets (Sanofi)"	"Tritace 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"2.500mg"	NA	"tritace 2 5mg tablets tritace 2 5mg tablets  sanofi  ramipril"	1	"Ramipril"
"2990141000033117"	"Tritace 5mg tablets (Sanofi)"	"Tritace 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"5.000mg"	NA	"tritace 5mg tablets tritace 5mg tablets  sanofi  ramipril"	1	"Ramipril"
"2990241000033112"	"Tritace 10mg tablets (Sanofi)"	"Tritace 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ramipril"	"10.000mg"	NA	"tritace 10mg tablets tritace 10mg tablets  sanofi  ramipril"	1	"Ramipril"
"3012741000033115"	"Captopril 25mg/5ml oral solution"	"Captopril 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"5.000mg/1.000ml"	"02050501"	"captopril 25mg 5ml oral solution captopril 25mg 5ml oral solution captopril"	1	"Captopril"
"3013941000033111"	"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops"	"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	"11060000"	"dorzolamide 20mg ml   timolol 5mg ml eye drops dorzolamide 20mg ml   timolol 5mg ml eye drops dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
"3014741000033111"	"Trandolapril 4mg capsules"	"Trandolapril 4mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trandolapril"	"4.000mg"	"02050501"	"trandolapril 4mg capsules trandolapril 4mg capsules trandolapril"	1	"Trandolapril"
"3014841000033118"	"Gopten 4mg capsules (Abbott Laboratories Ltd)"	"Gopten 4mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trandolapril"	"4.000mg"	NA	"gopten 4mg capsules gopten 4mg capsules  abbott laboratories ltd  trandolapril"	1	"Trandolapril"
"3030041000033113"	"Iloprost 20micrograms/2ml nebuliser liquid ampoules"	"Iloprost 20micrograms/2ml nebuliser liquid ampoules"	"Nebuliser liquid"	"Inhalation"	"Iloprost"	"10.000microgram/1.000ml"	NA	"iloprost 20micrograms 2ml nebuliser liquid ampoules iloprost 20micrograms 2ml nebuliser liquid ampoules iloprost trometamol"	1	"Iloprost"
"3034341000033117"	"Vascalpha 5mg modified-release tablets (Accord-UK Ltd)"	"Vascalpha 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"vascalpha 5mg modified release tablets vascalpha 5mg modified release tablets  accord uk ltd  felodipine"	1	"Felodipine"
"3034441000033111"	"Vascalpha 10mg modified-release tablets (Accord-UK Ltd)"	"Vascalpha 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"vascalpha 10mg modified release tablets vascalpha 10mg modified release tablets  accord uk ltd  felodipine"	1	"Felodipine"
"3038041000033111"	"Amlodipine 5mg tablets"	"Amlodipine 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amlodipine"	"5.000mg"	"02060200"	"amlodipine 5mg tablets amlodipine 5mg tablets amlodipine"	1	"Amlodipine"
"3038141000033110"	"Amlodipine 10mg tablets"	"Amlodipine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amlodipine"	"10.000mg"	"02060200"	"amlodipine 10mg tablets amlodipine 10mg tablets amlodipine"	1	"Amlodipine"
"3083141000033112"	"Bendroflumethiazide 2.5mg tablets"	"Bendroflumethiazide 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg"	"02020100"	"bendroflumethiazide 2 5mg tablets bendroflumethiazide 2 5mg tablets bendroflumethiazide"	1	"Bendroflumethiazide"
"3083241000033117"	"Bendroflumethiazide 5mg tablets"	"Bendroflumethiazide 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	"02020100"	"bendroflumethiazide 5mg tablets bendroflumethiazide 5mg tablets bendroflumethiazide"	1	"Bendroflumethiazide"
"3086241000033111"	"Chlortalidone 50mg tablets"	"Chlortalidone 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone"	"50.000mg"	"02020100"	"chlortalidone 50mg tablets chlortalidone 50mg tablets chlortalidone"	1	"Chlortalidone"
"3092741000033119"	"Triamterene 50mg / Furosemide 40mg tablets"	"Triamterene 50mg / Furosemide 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Triamterene"	"40.000mg + 50.000mg"	"02020400"	"triamterene 50mg   furosemide 40mg tablets triamterene 50mg   furosemide 40mg tablets furosemide  triamterene"	1	"Triamterene"
"3108541000033116"	"Phentolamine 10mg/1ml solution for injection ampoules"	"Phentolamine 10mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Phentolamine"	"10.000mg/1.000ml"	"02050400"	"phentolamine 10mg 1ml solution for injection ampoules phentolamine 10mg 1ml solution for injection ampoules phentolamine mesilate"	1	"Phentolamine"
"3136041000033117"	"Caralpha 10mg/12.5mg tablets (Actavis UK Ltd)"	"Caralpha 10mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	NA	"caralpha 10mg 12 5mg tablets caralpha 10mg 12 5mg tablets  actavis uk ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"3136141000033118"	"Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)"	"Caralpha 20mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	NA	"caralpha 20mg 12 5mg tablets caralpha 20mg 12 5mg tablets  actavis uk ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"3151841000033117"	"Bendroflumethiazide 2.5mg/5ml oral suspension"	"Bendroflumethiazide 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Bendroflumethiazide"	"500.000microgram/1.000ml"	"02020100"	"bendroflumethiazide 2 5mg 5ml oral suspension bendroflumethiazide 2 5mg 5ml oral suspension bendroflumethiazide"	1	"Bendroflumethiazide"
"3152141000033115"	"Lisinopril 5mg/5ml oral suspension"	"Lisinopril 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lisinopril"	"1.000mg/1.000ml"	"02050501"	"lisinopril 5mg 5ml oral suspension lisinopril 5mg 5ml oral suspension lisinopril"	1	"Lisinopril"
"3152541000033112"	"Co-Diovan 160mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Co-Diovan 160mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Valsartan"	"12.500mg + 160.000mg"	NA	"co diovan 160mg 12 5mg tablets co diovan 160mg 12 5mg tablets  novartis pharmaceuticals uk ltd  hydrochlorothiazide  valsartan"	1	"Hydrochlorothiazide/Valsartan"
"3152641000033113"	"Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Co-Diovan 160mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Valsartan"	"25.000mg + 160.000mg"	NA	"co diovan 160mg 25mg tablets co diovan 160mg 25mg tablets  novartis pharmaceuticals uk ltd  hydrochlorothiazide  valsartan"	1	"Hydrochlorothiazide/Valsartan"
"3154841000033119"	"Cardioplen XL 5mg tablets (Chiesi Ltd)"	"Cardioplen XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"cardioplen xl 5mg tablets cardioplen xl 5mg tablets  chiesi ltd  felodipine"	1	"Felodipine"
"3154941000033110"	"Cardioplen XL 10mg tablets (Chiesi Ltd)"	"Cardioplen XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"cardioplen xl 10mg tablets cardioplen xl 10mg tablets  chiesi ltd  felodipine"	1	"Felodipine"
"3159741000033111"	"Lopace 2.5mg capsules (Discovery Pharmaceuticals)"	"Lopace 2.5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ramipril"	"2.500mg"	NA	"lopace 2 5mg capsules lopace 2 5mg capsules  discovery pharmaceuticals  ramipril"	1	"Ramipril"
"3159841000033118"	"Lopace 5mg capsules (Discovery Pharmaceuticals)"	"Lopace 5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ramipril"	"5.000mg"	NA	"lopace 5mg capsules lopace 5mg capsules  discovery pharmaceuticals  ramipril"	1	"Ramipril"
