"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Antidiabetic"	"group"	"database"
"58817"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"17698"	"Minodiab 5mg tablets (Pfizer Ltd)"	"Oral tablet"	"Oral"	"Glipizide"	"5mg"	"Glipizide"	"Sulfonylureas"	"Gold"
"48120"	"Avandia 2mg Tablet (GlaxoSmithKline UK Ltd)"	"Tablet"	"Oral"	"Rosiglitazone"	"2mg"	"Rosiglitazone"	"Other"	"Gold"
"74734"	"Metformin 850mg capsules"	"Oral capsule"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"73303"	"Metformin 500mg/5ml oral solution sugar free (Colonis Pharma Ltd)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Metformin"	"Metformin"	"Gold"
"35701"	"Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"10001"	"Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"49451"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"7284"	"Amaryl 2mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"2mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"21422"	"Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Insulin"	"Insulin"	"Gold"
"69221"	"Metformin 1g oral powder sachets sugar free (J M McGill Ltd)"	"Powder for oral solution"	"Oral"	"Metformin"	"1gram"	"Metformin"	"Metformin"	"Gold"
"90065"	"Metformin 850mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)"	"Oral solution"	"Oral"	"Metformin"	"170mg/1ml"	"Metformin"	"Metformin"	"Gold"
"35253"	"Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"7350"	"Insulin isophane porcine 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"57451"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"79955"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Arctic Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"91306"	"Sitagliptin 100mg tablets (Amarox Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"100mg"	"Sitagliptin"	"DPP-4is"	"Gold"
"34706"	"Glibenclamide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"31465"	"Exubera 1mg inhalation powder blisters (Pfizer Ltd)"	"Inhalation powder"	"Inhalation"	"Insulin"	"1mg"	"Insulin"	"Insulin"	"Gold"
"45821"	"Onglyza 2.5mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Saxagliptin"	"2.5mg"	"Saxagliptin"	"DPP-4is"	"Gold"
"73068"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"66399"	"Glimepiride 2mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"2mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"73676"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"7062"	"Myjector hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.4mm/27gauge (Terumo UK Ltd)"	"Insulin Syringe With 12Mm Needle(27G)"	NA	"Insulin"	"1ml/U100"	"Insulin"	"Insulin"	"Gold"
"5850"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"28442"	"Insulin glulisine 100unit/ml Solution for injection"	"Solution For Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"55521"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"16209"	"INSULIN HYPURIN SOLUBLE 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"26498"	"Insulin zinc suspension mixed bovine and porcine 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"25479"	"Insulin soluble porcine 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"59533"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"42954"	"Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"67267"	"Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Insulin"	"Insulin"	"Gold"
"68896"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge (Terumo UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"11245"	"B-d u-100 0.3ml Insulin syringe (Becton, Dickinson UK Ltd)"	"Insulin Syringe"	NA	"Insulin"	"0.3ml"	"Insulin"	"Insulin"	"Gold"
"41559"	"Glibenclamide 5mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"62605"	"Metformin 850mg tablets (Kent Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"52442"	"Metformin 500mg tablets (Pfizer Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"86727"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Mediq Healthcare UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"10259"	"Insulin glargine 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"41898"	"GLIBENCLAMIDE"	NA	NA	"Glibenclamide"	NA	"Glibenclamide"	"Sulfonylureas"	"Gold"
"21110"	"Insulin biphasic isophane human prb 50:50; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"50:50; 100 units/ml"	"Insulin"	"Insulin"	"Gold"
"7267"	"NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"39086"	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"86376"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Red (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"57830"	"Gliclazide 30mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"57243"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge (B.Braun Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"78392"	"Metformin 850mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"22161"	"INSULIN HUMULIN M1 VIAL"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"75651"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Nipro Diagnostics (UK) Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"74479"	"Insulin lispro 100units/ml solution for injection 3ml pre-filled pen (Sanofi)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"86016"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (HTL-STREFA S.A.)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"62899"	"Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Liraglutide/Insulin"	"100unit/1ml + 3.6mg/1ml"	"Liraglutide/Insulin"	"GLP-1RAs, Insulin"	"Gold"
"63421"	"Pioglitazone 30mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"8376"	"INSULIN ISOPHANE 100 I/U"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"82890"	"Metformin 850mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"69715"	"Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"71487"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"77291"	"Gliclazide 80mg tablets (Kent Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"13819"	"Hypurin Porcine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"18931"	"Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"63107"	"Pioglitazone 45mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Pioglitazone"	"45mg"	"Pioglitazone"	"Other"	"Gold"
"18208"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge"	"Hypodermic Needle"	NA	"Insulin"	"10mm/29gauge"	"Insulin"	"Insulin"	"Gold"
"86083"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"11321"	"NovoNorm 1mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"1mg"	"Repaglinide"	"Other"	"Gold"
"71430"	"Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"60750"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"68289"	"Glimepiride 4mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Glimepiride"	"4mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"76533"	"Insulin lispro Sanofi 100units/ml solution for injection 10ml vials (Sanofi)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"71020"	"Acarbose 50mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Acarbose"	"50mg"	"Acarbose"	"Other"	"Gold"
"35081"	"OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Grey (Sanofi)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-80 units"	"Insulin"	"Insulin"	"Gold"
"63307"	"Metformin 1g/5ml oral solution"	"Oral solution"	"Oral"	"Metformin"	"200mg/1ml"	"Metformin"	"Metformin"	"Gold"
"8118"	"Humaject i 100iu/ml Pen (Eli Lilly and Company Ltd)"	"Pen"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"54885"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"73285"	"Metformin 500mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"54265"	"Dapagliflozin 5mg tablets"	"Oral tablet"	"Oral"	"Dapagliflozin"	"5mg"	"Dapagliflozin"	"SGLT-2is"	"Gold"
"50970"	"Metformin 500mg tablets (Bristol Laboratories Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"51107"	"Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"43953"	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"75unit/1ml + 25unit/1ml"	"Insulin"	"Insulin"	"Gold"
"18461"	"Insulin zinc mixed human 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"322"	"Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"14362"	"Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"1842"	"Pork velosulin 100unit/ml Injection (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"13277"	"Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"25636"	"Libanil 2.5mg Tablet (Approved Prescription Services Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"40555"	"HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units (Eli Lilly and Company Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Insulin"	"Insulin"	"Gold"
"59133"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"7393"	"Insulin glargine 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"5873"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)"	"Pen Needle"	NA	"Insulin"	"5mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"75823"	"Gliclazide 40mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Gliclazide"	"40mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"27501"	"Orabet 500mg Tablet (Lagap)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"31474"	"Libanil 5mg Tablet (Approved Prescription Services Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"21892"	"Diaglyk 80mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"51743"	"NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"87852"	"Glyxambi 25mg/5mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Linagliptin/Empagliflozin"	"25mg + 5mg"	"Linagliptin/Empagliflozin"	"DPP-4is, SGLT-2is"	"Gold"
"5164"	"NovoPen 3 Demi hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-35 units"	"Insulin"	"Insulin"	"Gold"
"59620"	"Glucophage SR 500mg tablets (Waymade Healthcare Plc)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"7537"	"Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"44738"	"Niddaryl 1mg tablets (Dee Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"1mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"5989"	"Nateglinide 180mg tablets"	"Oral tablet"	"Oral"	"Nateglinide"	"180mg"	"Nateglinide"	"Other"	"Gold"
"40425"	"Nazdol MR 30mg tablets (Teva UK Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"50124"	"Januvia 25mg tablets (Merck Sharp & Dohme (UK) Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"25mg"	"Sitagliptin"	"DPP-4is"	"Gold"
"74392"	"Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Lexon (UK) Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"11408"	"Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units (Owen Mumford Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-21 units"	"Insulin"	"Insulin"	"Gold"
"58798"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"82985"	"Sitagliptin 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Sitagliptin"	"10mg/1ml"	"Sitagliptin"	"DPP-4is"	"Gold"
"14270"	"Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"25735"	"Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"20unit/1ml + 80unit/1ml"	"Insulin"	"Insulin"	"Gold"
"19658"	"Glurenorm 30mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Gliquidone"	"30mg"	"Gliquidone"	"Sulfonylureas"	"Gold"
"26784"	"INSULIN ZINC SEMILENTE SUSP BP 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"72695"	"Metformin 500mg Tablet (Celltech Pharma Europe Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"54442"	"Metformin (roi) 1000mg Tablet"	"Tablet"	"Oral"	"Metformin"	"1000mg"	"Metformin"	"Metformin"	"Gold"
"82172"	"Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"60643"	"Xigduo 5mg/1000mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Dapagliflozin/Metformin"	"1gram + 5mg"	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"12654"	"Insulin soluble human prb 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"47856"	"Neuphane 100unit/ml Injection (Wellcome Medical Division)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"55729"	"Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100microgram/1ml"	"Lixisenatide"	"GLP-1RAs"	"Gold"
"6447"	"Insulin aspart human pyr 100 iu/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100 iu/ml"	"Insulin"	"Insulin"	"Gold"
"5557"	"NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units Blue (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-70 units"	"Insulin"	"Insulin"	"Gold"
"9503"	"Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"30686"	"Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"30918"	"ABCare hypodermic U100 insulin syringe glass reusable 0.5ml (Rand Rocket Ltd)"	"Insulin Syringe"	NA	"Insulin"	"0.5ml"	"Insulin"	"Insulin"	"Gold"
"87341"	"Metformin 1g/5ml oral solution sugar free (Colonis Pharma Ltd)"	"Oral solution"	"Oral"	"Metformin"	"200mg/1ml"	"Metformin"	"Metformin"	"Gold"
"88993"	"Sitagliptin 25mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Sitagliptin"	"25mg/1ml"	"Sitagliptin"	"DPP-4is"	"Gold"
"60328"	"Alogliptin 12.5mg tablets"	"Oral tablet"	"Oral"	"Alogliptin"	"12.5mg"	"Alogliptin"	"DPP-4is"	"Gold"
"35143"	"NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/30gauge"	"Insulin"	"Insulin"	"Gold"
"24866"	"INSULIN INSULATARD (LEO RETARD) 40 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"21590"	"Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"79372"	"Glibenclamide 5mg Tablet (Celltech Pharma Europe Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"15624"	"INSULIN ISOPHANE (HIGHLY PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"10243"	"Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"10175"	"Insulin isophane human 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"24800"	"Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd)"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"83483"	"Glipizide 5mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glipizide"	"5mg"	"Glipizide"	"Sulfonylureas"	"Gold"
"61845"	"NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"11345"	"Bd Ultra Pen 3ml Insulin pen (Becton, Dickinson UK Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml"	"Insulin"	"Insulin"	"Gold"
"66136"	"Glucophage SR 1000mg tablets (Waymade Healthcare Plc)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Metformin"	"Metformin"	"Gold"
