"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Antidiabetic"	"group"	"database"
"20672"	"INSULIN HUM/ACTRAPID"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"83262"	"Trulicity 3mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"6mg/1ml"	"Dulaglutide"	"GLP-1RAs"	"Gold"
"9737"	"Insulatard innolet 100iu/ml Injection (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"70490"	"Bilxona 60mg modified-release tablets (Actavis UK Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"36194"	"Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"88647"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Mediq Healthcare UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"65066"	"Empagliflozin 12.5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"12.5mg + 1gram"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"21232"	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"24846"	"Pur-in neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"85733"	"Glibenclamide 6mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Glibenclamide"	"6mg/1ml"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"47751"	"TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Minsmed)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml"	"Insulin"	"Insulin"	"Gold"
"86392"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Grey (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"93"	"Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"52748"	"Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"21223"	"U100 Insulin syringe 0.3ml"	"Insulin Syringe"	NA	"Insulin"	"0.3ml"	"Insulin"	"Insulin"	"Gold"
"8976"	"Euglucon 2.5mg tablets (Aventis Pharma)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"90517"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"35462"	"Januvia 100mg tablets (Merck Sharp & Dohme (UK) Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"100mg"	"Sitagliptin"	"DPP-4is"	"Gold"
"92044"	"Glimepiride 3mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"3mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"37902"	"Vildagliptin 50mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Vildagliptin/Metformin"	"1gram + 50mg"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"	"Gold"
"17809"	"Humaject m4 100iu/ml M4 pen (Eli Lilly and Company Ltd)"	"M4 Pen"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"49108"	"NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"79017"	"Metformin 850mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"6724"	"U100 Insulin syringe 0.3ml"	"Insulin Syringe"	NA	"Insulin"	"0.3ml"	"Insulin"	"Insulin"	"Gold"
"9578"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)"	"Pen Needle"	NA	"Insulin"	"12mm/29gauge"	"Insulin"	"Insulin"	"Gold"
"11483"	"Nateglinide 60mg tablets"	"Oral tablet"	"Oral"	"Nateglinide"	"60mg"	"Nateglinide"	"Other"	"Gold"
"74179"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"28183"	"Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"79254"	"Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"500unit/1ml"	"Insulin"	"Insulin"	"Gold"
"7319"	"Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"20unit/1ml + 80unit/1ml"	"Insulin"	"Insulin"	"Gold"
"34097"	"Human initard 50/50 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"85749"	"Glibenclamide 600micrograms/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Glibenclamide"	"600microgram/1ml"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"36774"	"Prandin 1mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"1mg"	"Repaglinide"	"Other"	"Gold"
"7764"	"INSULIN NEUSULIN (NEUTRAL)(PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"66771"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"43489"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Becton, Dickinson UK Ltd)"	"Pen Needle"	NA	"Insulin"	"4mm/32 gauge"	"Insulin"	"Insulin"	"Gold"
"72479"	"Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States))"	"Solution for injection"	"Subcutaneous"	"Insulin"	"500unit/1ml"	"Insulin"	"Insulin"	"Gold"
"11086"	"B-d u-100 0.5ml Insulin syringe (Becton, Dickinson UK Ltd)"	"Insulin Syringe"	NA	"Insulin"	"0.5ml"	"Insulin"	"Insulin"	"Gold"
"25422"	"Hypoguard u100 click/count 1ml Insulin syringe (Hypoguard Ltd)"	"Insulin Syringe"	NA	"Insulin"	"1ml"	"Insulin"	"Insulin"	"Gold"
"14191"	"Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-42 units"	"Insulin"	"Insulin"	"Gold"
"9341"	"Insulin biphasic isophane human prb 30:70; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"30:70; 100 units/ml"	"Insulin"	"Insulin"	"Gold"
"85635"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"14164"	"Avandamet 2mg/1000mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1gram + 2mg"	"Metformin/Rosiglitazone"	"Metformin, Other"	"Gold"
"69885"	"Pioglitazone 30mg tablets (Krka UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"64900"	"Glidipion 30mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"76164"	"Humalog 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"6138"	"HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Insulin"	"Insulin"	"Gold"
"24993"	"Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"65344"	"Empagliflozin 5mg / Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"850mg + 5mg"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"34742"	"Metformin 850mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"31258"	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"76776"	"Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100unit/1ml + 33microgram/1ml"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"	"Gold"
"91432"	"Alogliptin 25mg tablets (Takeda UK Ltd)"	"Oral tablet"	"Oral"	"Alogliptin"	"25mg"	"Alogliptin"	"DPP-4is"	"Gold"
"28096"	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"67429"	"Insulin human 100units/ml solution for injection 3.15ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"1645"	"INSULIN NOVO ACTRAPID MC 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"36513"	"Velosulin cartridge 100unit/ml Injection (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"16129"	"Insulin soluble human 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"5353"	"Glimepiride 2mg tablets"	"Oral tablet"	"Oral"	"Glimepiride"	"2mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"58754"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"48139"	"Pioglitazone 30mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"44480"	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"68675"	"Glimepiride 4mg tablets (Somex Pharma)"	"Oral tablet"	"Oral"	"Glimepiride"	"4mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"63048"	"Gliclazide 80mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"5845"	"Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Insulin"	"Insulin"	"Gold"
"70477"	"Glucient SR 750mg tablets (Consilient Health Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"750mg"	"Metformin"	"Metformin"	"Gold"
"89317"	"Semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"676microgram/1ml"	"Semaglutide"	"GLP-1RAs"	"Gold"
"34020"	"Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"55517"	"Insulin isophane human 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"6855"	"Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"2mg + 500mg"	"Metformin/Rosiglitazone"	"Metformin, Other"	"Gold"
"50633"	"Lantus 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"7771"	"Human protaphane penfill 100 100unit/ml Penfill (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"77101"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"66008"	"Synjardy 12.5mg/1000mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"12.5mg + 1gram"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"64723"	"Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"33167"	"Insulin biphasic isophane human crb 25:75; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"25:75; 100 units/ml"	"Insulin"	"Insulin"	"Gold"
"9565"	"HumaJect S Pen 100units/ml solution for injection (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"84958"	"Pioglitazone 15mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Metformin/Pioglitazone"	"15mg + 850mg"	"Metformin/Pioglitazone"	"Metformin, Other"	"Gold"
"17336"	"Novopen 100unit/ml Injection device (Novo Nordisk Ltd)"	"Injection Device"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"6781"	"Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-42 units"	"Insulin"	"Insulin"	"Gold"
"54182"	"Dapagliflozin 10mg tablets"	"Oral tablet"	"Oral"	"Dapagliflozin"	"10mg"	"Dapagliflozin"	"SGLT-2is"	"Gold"
"61559"	"Sukkarto SR 500mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"7231"	"Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"91475"	"Sitagliptin 100mg tablets (Morningside Healthcare Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"100mg"	"Sitagliptin"	"DPP-4is"	"Gold"
"82258"	"Rybelsus 3mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"3mg"	"Semaglutide"	"GLP-1RAs"	"Gold"
"7164"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"4163"	"Rapitard MC 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"42395"	"Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"75unit/1ml + 25unit/1ml"	"Insulin"	"Insulin"	"Gold"
"56642"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"82697"	"Rybelsus 7mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"7mg"	"Semaglutide"	"GLP-1RAs"	"Gold"
"74391"	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"22328"	"Unifine single use Insulin syringe with 30gauge needle 8mm 0.5ml (Owen Mumford Ltd)"	"Insulin Syringe With 30Gauge Needle 8Mm"	NA	"Insulin"	"0.5ml"	"Insulin"	"Insulin"	"Gold"
"5142"	"BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"38986"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"6057"	"Lantus 100iu/ml Injection (Aventis Pharma)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"70055"	"Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"82174"	"Semaglutide 3mg tablets"	"Oral tablet"	"Oral"	"Semaglutide"	"3mg"	"Semaglutide"	"GLP-1RAs"	"Gold"
"23945"	"Starlix 60mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Nateglinide"	"60mg"	"Nateglinide"	"Other"	"Gold"
"86529"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"25786"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"73252"	"Yaltormin SR 500mg tablets (Wockhardt UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"48056"	"Gliclazide 80mg tablets (Sovereign Medical Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"18301"	"INSULIN SOLUBLE INJ I/U^2"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"19029"	"SYRINGE PRE-SET INSULIN FOR BLIND 2ML"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"65562"	"Pioglitazone 30mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"74071"	"Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Insulin"	"Insulin"	"Gold"
"36856"	"Gliclazide 80mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"54898"	"Metformin 850mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Metformin"	"Metformin"	"Gold"
"6091"	"NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units Red (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-70 units"	"Insulin"	"Insulin"	"Gold"
"31146"	"Metsol 500mg/5ml oral solution (Kappin Ltd)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Metformin"	"Metformin"	"Gold"
"5255"	"Mixtard 10 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Penfill"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"60968"	"Metformin 500mg modified-release tablets (Actavis UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"17580"	"Avandamet 1mg/500mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1mg + 500mg"	"Metformin/Rosiglitazone"	"Metformin, Other"	"Gold"
"19829"	"INSULIN NOVO MONOTARD MC"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"79705"	"Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Insulin"	"Insulin"	"Gold"
"30819"	"Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"15unit/1ml + 85unit/1ml"	"Insulin"	"Insulin"	"Gold"
"62426"	"Pioglitazone 30mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"47939"	"Glucient SR 500mg tablets (Consilient Health Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"55746"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"86710"	"Metformin 750mg modified-release tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Metformin"	"750mg"	"Metformin"	"Metformin"	"Gold"
"11080"	"Insulin isophane human prb 100iu/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"15710"	"Insulin soluble human emp 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"10051"	"Pioglitazone 45mg tablets"	"Oral tablet"	"Oral"	"Pioglitazone"	"45mg"	"Pioglitazone"	"Other"	"Gold"
"21395"	"Insulin biphasic isophane human pyr 40:60; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"40:60; 100 units/ml"	"Insulin"	"Insulin"	"Gold"
"45581"	"Metabet SR 500mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"11316"	"NovoNorm 500microgram tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"500microgram"	"Repaglinide"	"Other"	"Gold"
"56495"	"Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Waymade Healthcare Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
