"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"	"period"
"42614"	"Z22..00"	433	0	10	1	"pregnancy observations"	"February 2009"	"unspecified"
"73753"	"L28y.00"	21	0	0	0	"other problems of amniotic cavity and membranes"	"February 2009"	"late pregnancy"
"14083"	"62GZ.00"	26	0	23	3558	"antenatal ultrasound scan nos"	"February 2009"	"early pregnancy"
"57236"	"L400200"	5	0	0	0	"puerperal endometritis with postnatal complication"	"February 2009"	"postnatal"
"30948"	"L150100"	208	0	13	0	"post-term pregnancy - delivered"	"February 2009"	"late pregnancy"
"53490"	"L178.00"	10	0	0	0	"infections of urethra in pregnancy"	"February 2009"	"unspecified"
"44472"	"L39y.00"	17	0	0	0	"other complications of labour and delivery"	"February 2009"	"postnatal"
"44872"	"L354100"	11	0	0	0	"obstetric high vaginal laceration - delivered"	"February 2009"	"unspecified"
"13419"	"62L..00"	9283	0	447	28554	"antenatal blood group screen"	"February 2009"	"early pregnancy"
"42120"	"L2A0.00"	20	0	1	0	"abnormal haematologic find on antenatal screening of mother"	"February 2009"	"early pregnancy"
"105323"	"7M0c000"	2	0	0	0	"delivery fraction complex radiotherapy megavoltage machine"	"December 2012"	"postnatal"
"9754"	"Z22A400"	6273	0	416	2	"early stage of pregnancy"	"February 2009"	"unspecified"
"43344"	"ZV61800"	15	0	0	0	"[v]illegitimate pregnancy"	"February 2009"	"unspecified"
"73028"	"L357100"	6	0	0	0	"obstetric pelvic haematoma - delivered"	"February 2009"	"unspecified"
"67572"	"Q031000"	1	0	0	0	"fetus/neonate affected by mat bony pelvis abn in labour/del"	"February 2009"	"postnatal"
"40080"	"7F11y00"	51	0	0	0	"other specified other induction of labour"	"February 2009"	"postnatal"
"49777"	"ZV23700"	8	0	0	0	"[v]supervision of very young primigravida"	"February 2009"	"unspecified"
"115819"	"Z255712"	1	0	0	0	"no progress in second stage of labour"	"October 2021"	"postnatal"
"48742"	"Z254C00"	20	0	0	0	"face delivery"	"February 2009"	"postnatal"
"33884"	"L213000"	44	0	0	0	"multiple delivery, all spontaneous"	"February 2009"	"postnatal"
"31743"	"L200.00"	2898	0	0	0	"normal delivery but ante- or post- natal conditions present"	"February 2009"	"postnatal"
"10173"	"Z23D200"	102	0	5	0	"pregnant abdomen observation"	"February 2009"	"early pregnancy"
"7781"	"L403.00"	33	0	0	0	"puerperal septicaemia"	"February 2009"	"postnatal"
"41483"	"L401.00"	37	0	0	0	"puerperal salpingitis"	"February 2009"	"postnatal"
"46527"	"Z221.00"	311	0	4	0	"primigravida"	"February 2009"	"unspecified"
"14892"	"7F17z00"	5995	0	303	0	"vacuum delivery nos"	"February 2009"	"postnatal"
"64464"	"7F15z00"	50	0	0	0	"other breech delivery nos"	"February 2009"	"postnatal"
"114018"	"L393z00"	1	0	0	0	"post-delivery acute renal failure nos"	"July 2019"	"postnatal"
"98057"	"L248000"	1	0	0	0	"vulval abnormality affecting obstetric care"	"November 2009"	"unspecified"
"107198"	"L292000"	2	0	0	0	"unspecified maternal pyrexia during labour, unspecified"	"November 2013"	"postnatal"
"13163"	"62B..00"	513709	0	2789	0	"delivery booking place"	"February 2009"	"postnatal"
"93914"	"Z262500"	6	0	0	0	"observation of completeness of placenta"	"February 2009"	"late pregnancy"
"67737"	"Z262L00"	5	0	0	0	"placenta oedematous"	"February 2009"	"late pregnancy"
"11989"	"8HHV.00"	8409	0	11807	0	"referral for termination of pregnancy"	"February 2009"	"unspecified"
"13416"	"62M..00"	125	0	7	4062	"antenatal sickle cell screen"	"February 2009"	"early pregnancy"
"94405"	"L413100"	7	0	0	0	"antenatal deep vein thrombosis - delivered"	"February 2009"	"early pregnancy"
"105419"	"7F17000"	4	0	0	0	"high vacuum delivery"	"December 2012"	"postnatal"
"36959"	"L391.00"	24	0	1	0	"obstetric shock"	"February 2009"	"unspecified"
"112133"	"L172z00"	3	0	0	0	"other mat. venereal dis. in pregnancy/childbirth/puerp. nos"	"September 2017"	"postnatal"
"50512"	"L031z00"	108	0	2	0	"tubal pregnancy nos"	"February 2009"	"unspecified"
"88593"	"BBR6.00"	14	0	0	0	"[m]placental site trophoblastic tumour"	"February 2009"	"late pregnancy"
"36478"	"L442000"	81	0	1	0	"obstetric perineal wound disruption unspecified"	"February 2009"	"unspecified"
"107142"	"L267400"	2	0	0	0	"malformation of placenta"	"October 2013"	"late pregnancy"
"69788"	"L260200"	3	0	0	0	"fetal-maternal haemorrhage with antenatal problem"	"February 2009"	"early pregnancy"
"110594"	"57...1F"	0	0	0	1	"placenta isotope study"	"February 2016"	"late pregnancy"
"49573"	"L40zz00"	15	0	0	0	"major puerperal infection nos"	"February 2009"	"postnatal"
"8879"	"1514.12"	113275	0	140	184	"estimated date of delivery"	"February 2009"	"postnatal"
"113365"	"L415400"	1	0	0	0	"other phlebitis/thrombosis in preg/puerperium + p/n comp"	"February 2019"	"postnatal"
"46297"	"Z246311"	77	0	0	0	"onset of labour pains"	"February 2009"	"postnatal"
"49502"	"L228.00"	17	0	0	0	"multiple pregnancy with malpresentation"	"February 2009"	"unspecified"
"113324"	"L411611"	1	0	0	0	"perineal varices in the puerperium"	"February 2019"	"postnatal"
"50058"	"13SZ.00"	158	0	0	0	"pregnancy benefit nos"	"February 2009"	"unspecified"
"52726"	"Q031500"	8	0	0	0	"fetus/neonate affected by face presentation during labour/de"	"February 2009"	"postnatal"
"72979"	"4H1..00"	0	0	0	2	"amniotic fluid exam. - general"	"February 2009"	"late pregnancy"
"69011"	"L132000"	7	0	0	0	"late pregnancy vomiting unspecified"	"February 2009"	"unspecified"
"54311"	"Q02..00"	6	0	0	0	"fetus/neonate affected by complic of placenta/cord/membrane"	"February 2009"	"late pregnancy"
"105033"	"Z262111"	2	0	0	0	"observation of size of placenta"	"October 2012"	"late pregnancy"
"10185"	"L13..00"	13840	0	202	0	"excessive pregnancy vomiting"	"February 2009"	"unspecified"
"54681"	"L189.00"	14	0	0	0	"dis resp syst comp pregnancy, childbirth & puerperium"	"February 2009"	"postnatal"
"115793"	"L392300"	1	0	0	0	"maternal hypotension syndrome with antenatal problem"	"October 2021"	"early pregnancy"
"54082"	"L169300"	2	0	1	0	"herpes gestationis - not delivered"	"February 2009"	"unspecified"
"10184"	"67A3.00"	4808	0	20	0	"pregnancy smoking advice"	"February 2009"	"unspecified"
"112569"	"L17z000"	1	0	0	0	"mat infect/parasitic dis nos - pregnancy/puerperium unspec"	"April 2018"	"postnatal"
"99365"	"L460z00"	15	0	0	0	"retracted nipple in pregnancy/puerperium/lactation nos"	"May 2010"	"postnatal"
"111793"	"633B.00"	25	0	0	0	"antepartum stillbirth"	"April 2017"	"late pregnancy"
"17911"	"L416.11"	5142	0	55	0	"piles - obstetric"	"February 2009"	"unspecified"
"43416"	"6B23.00"	19	0	0	0	"sure start postnatal visit"	"February 2009"	"postnatal"
"98336"	"Q311113"	6	0	0	0	"aspiration of amniotic fluid in newborn"	"January 2010"	"late pregnancy"
"71745"	"L35z100"	3	0	0	0	"obstetric trauma nos - delivered"	"February 2009"	"unspecified"
"109479"	"633D.00"	2	0	0	0	"order of birth at delivery"	"April 2015"	"postnatal"
"115700"	"L451300"	1	0	0	0	"obstetric breast abscess with antenatal complication"	"July 2021"	"early pregnancy"
"73734"	"ZVu2900"	69	0	2	2	"[x]other antenatal screening"	"February 2009"	"early pregnancy"
"50061"	"L131.00"	361	0	7	0	"hyperemesis gravidarum with metabolic disturbance"	"February 2009"	"early pregnancy"
"30944"	"L46..00"	213	0	2	0	"obstetric breast and lactation disorders nos"	"February 2009"	"unspecified"
"13975"	"584F.00"	193	0	52	837	"antenatal scan unable to confirm pregnancy"	"February 2009"	"early pregnancy"
"56830"	"L370.00"	116	0	0	0	"retained placenta with no haemorrhage"	"February 2009"	"late pregnancy"
"112116"	"L096700"	1	0	0	0	"soap embolism following abortive pregnancy"	"September 2017"	"unspecified"
"60179"	"J004500"	18	0	1	0	"postnatal enamel hypoplasia"	"February 2009"	"postnatal"
"64649"	"L175100"	8	0	0	0	"maternal rubella during pregnancy - baby delivered"	"February 2009"	"unspecified"
"112477"	"L461300"	2	0	0	0	"cracked nipple in pregnancy/puerperium/lactation + a/n comp"	"January 2018"	"postnatal"
"97349"	"L121300"	2	0	0	0	"renal hypertension in preg/childbirth/puerp - not delivered"	"August 2009"	"postnatal"
"115971"	"L173z00"	1	0	0	0	"maternal tuberculosis in pregnancy/childbirth/puerperium nos"	"February 2022"	"postnatal"
"66102"	"L415300"	1	0	0	0	"other phlebitis/thrombosis in preg/puerperium + a/n comp"	"February 2009"	"postnatal"
"46502"	"Q21..12"	38	0	0	0	"labour fetal anoxia"	"February 2009"	"postnatal"
"101518"	"L132z00"	5	0	0	0	"late pregnancy vomiting nos"	"January 2011"	"unspecified"
"89589"	"4H31.00"	0	0	0	1	"amniotic fluid microscopy -nad"	"February 2009"	"late pregnancy"
"71730"	"L123300"	14	0	0	0	"transient hypertension of pregnancy - not delivered"	"February 2009"	"unspecified"
"31162"	"L165.00"	303	0	2	0	"asymptomatic bacteriuria in pregnancy"	"February 2009"	"unspecified"
"60333"	"L301500"	2	0	1	0	"obstructed labour due to pelvic inlet contraction"	"February 2009"	"postnatal"
"19800"	"584..00"	630	0	855	85947	"ultrasound in obstetric diagn."	"February 2009"	"unspecified"
"110296"	"L170200"	2	0	0	0	"maternal syphilis in puerperium - baby delivered"	"December 2015"	"postnatal"
"52048"	"Z22AB11"	74	0	5	0	"accidental pregnancy"	"February 2009"	"unspecified"
"4723"	"L112.11"	192	0	30	0	"ablatio placentae"	"February 2009"	"late pregnancy"
"29885"	"L3...00"	1238	0	12	0	"complications occurring during labour and delivery"	"February 2009"	"postnatal"
"14727"	"14Y1.00"	17541	0	1	0	"born by forceps delivery"	"February 2009"	"postnatal"
"15675"	"14Y5.00"	11563	0	1	0	"born by ventouse delivery"	"February 2009"	"postnatal"
"113511"	"L440400"	1	0	0	0	"puerperal cerebrovascular disorder with postnatal comp"	"April 2019"	"postnatal"
"62358"	"L167000"	3	0	0	0	"liver disorder in pregnancy unspecified"	"February 2009"	"unspecified"
"28611"	"L461.00"	601	0	0	0	"cracked nipple in pregnancy, the puerperium or lactation"	"February 2009"	"postnatal"
"61144"	"L463.00"	26	0	0	0	"other breast disorder in pregnancy/puerperium/lactation"	"February 2009"	"postnatal"
"85226"	"Lyu4000"	14	0	0	0	"[x]other failed induction of labour"	"February 2009"	"postnatal"
"40500"	"Eu53100"	172	0	2	0	"[x]severe mental and behav disorder assoc wth puerperium nec"	"February 2009"	"postnatal"
"95107"	"L312200"	0	0	0	0	"other uterine inertia with antenatal problem"	"February 2009"	"early pregnancy"
"720"	"L398.00"	213873	0	1566	6	"caesarean delivery"	"February 2009"	"postnatal"
"111225"	"L44z100"	1	0	0	0	"complications of the puerperium nos - delivered + p/n comp"	"August 2016"	"postnatal"
"62012"	"7F2z.00"	13	0	0	0	"other obstetric operations nos"	"February 2009"	"unspecified"
"56420"	"L39B.00"	9	0	1	0	"death from sequelae of direct obstetric causes"	"February 2009"	"unspecified"
"60870"	"938Z.00"	13	0	0	0	"obstetric coop card nos"	"February 2009"	"unspecified"
"32991"	"62C1.00"	2118	0	0	0	"short stay delivery booking"	"February 2009"	"postnatal"
"11294"	"L270.00"	1349	0	15	0	"polyhydramnios"	"February 2009"	"late pregnancy"
"73646"	"L27z.00"	40	0	5	0	"polyhydramnios nos"	"February 2009"	"late pregnancy"
"111755"	"62X6.00"	1	0	0	0	"gestation less than 28 weeks"	"April 2017"	"28"
"688"	"7F17.11"	28750	0	152	0	"ventouse delivery"	"February 2009"	"postnatal"
"70342"	"L123400"	25	0	0	0	"transient hypertension of pregnancy + postnatal complication"	"February 2009"	"postnatal"
"463"	"L222.12"	19667	0	496	0	"breech delivery"	"February 2009"	"postnatal"
"99422"	"L187000"	5	0	0	0	"orthopaedic disorder - unsp whether in pregnancy/puerperium"	"May 2010"	"postnatal"
"103677"	"Eu32B00"	133	0	10	0	"[x]antenatal depression"	"February 2012"	"early pregnancy"
"62316"	"L51..00"	42	0	2	0	"maternal care for other known or suspected fetal problems"	"February 2009"	"unspecified"
"107153"	"Q007x00"	1	0	0	0	"fetus/neonate affected - placental/breast transfer toxic nec"	"October 2013"	"late pregnancy"
"38771"	"Lyu2200"	87	0	17	1	"[x]other venous complications in pregnancy"	"February 2009"	"unspecified"
"116431"	"Lyu4J00"	1	0	0	0	"[x]other complications of obstetric surgery and procedures"	"November 2023"	"unspecified"
"15634"	"L166z00"	643	0	5	1	"genitourinary tract infection in pregnancy nos"	"February 2009"	"unspecified"
"62759"	"7G1L100"	11	0	0	0	"allograft of amniotic membrane nec"	"February 2009"	"late pregnancy"
"60398"	"L112z00"	75	0	0	0	"placental abruption nos"	"February 2009"	"late pregnancy"
"6141"	"L396.11"	40096	0	101	0	"ventouse delivery"	"February 2009"	"postnatal"
"97719"	"L360200"	2	0	0	0	"third-stage postpartum haemorrhage with postnatal problem"	"October 2009"	"postnatal"
"94071"	"9NV0.00"	210	0	0	0	"postnatal clinic"	"February 2009"	"postnatal"
"115030"	"L431400"	1	0	0	0	"amniotic fluid pulmonary embolism with p/n complication"	"July 2020"	"late pregnancy"
"60741"	"L115.12"	19	0	3	0	"antepartum haemorrhage with uterine fibroid"	"February 2009"	"late pregnancy"
"68430"	"4444.11"	1	0	0	70	"human placental lactogen"	"February 2009"	"late pregnancy"
"113630"	"L432200"	1	0	0	0	"obstetric blood-clot pulm embolism - delivered with p/n comp"	"April 2019"	"unspecified"
"28903"	"Z254200"	664	0	0	0	"delivered by low forceps delivery"	"February 2009"	"postnatal"
"20591"	"539..00"	9	0	4	8184	"abdominal obstetric x-ray"	"February 2009"	"unspecified"
"37664"	"L44y.11"	62	0	1	0	"subinvolution of uterus in the puerperium"	"February 2009"	"postnatal"
"48830"	"L140100"	86	0	0	0	"threatened premature labour - not delivered"	"February 2009"	"postnatal"
"64548"	"L281300"	4	0	0	0	"prem rupture of membranes onset of labour within 24 hours"	"February 2009"	"postnatal"
"65397"	"L112000"	26	0	0	0	"placental abruption unspecified"	"February 2009"	"late pregnancy"
"32007"	"L090.00"	102	0	1	0	"genital or pelvic infection following abortive pregnancy"	"February 2009"	"unspecified"
"48883"	"L113.00"	7	0	1	0	"antepartum haemorrhage with coagulation defect"	"February 2009"	"late pregnancy"
"91339"	"L185000"	5	0	0	0	"congenital cardiovasc dis - unsp whether in preg/puerperium"	"February 2009"	"postnatal"
"43000"	"L16D.00"	38	0	3	0	"excessive weight gain in pregnancy"	"February 2009"	"unspecified"
"105261"	"Q007500"	1	0	0	0	"fetus/neonate affected-placental/breast transfer immune sera"	"November 2012"	"late pregnancy"
"14651"	"13H8.00"	218	0	21	0	"illegitimate pregnancy"	"February 2009"	"unspecified"
"106923"	"62NK.00"	181	0	1	0	"antenatal 25 week examination"	"August 2013"	"25"
"100597"	"L39y100"	4	0	0	0	"other complications of labour and delivery - delivered"	"August 2010"	"postnatal"
"11947"	"L181500"	1271	0	27	0	"postpartum thyroiditis"	"February 2009"	"postnatal"
"12014"	"ZV27.00"	9239	0	11	0	"[v]outcome of delivery"	"February 2009"	"postnatal"
"61259"	"7F12000"	70	0	0	0	"elective upper uterine segment caesarean delivery"	"February 2009"	"postnatal"
"105032"	"L143000"	8	0	2	0	"premature labour without delivery"	"October 2012"	"postnatal"
"108811"	"L245300"	6	0	0	0	"cervical incompetence with antenatal problem"	"November 2014"	"early pregnancy"
"96648"	"L394200"	1	0	0	0	"other complications of obstetric procedures - del +p/n prob"	"April 2009"	"unspecified"
"108236"	"621D.00"	266	0	1	0	"concealed pregnancy"	"June 2014"	"unspecified"
"54004"	"7F03000"	9	0	0	0	"percutaneous insertion of fetal vesicoamniotic shunt"	"February 2009"	"late pregnancy"
"112120"	"L09y200"	1	0	0	0	"cardiac failure following abortive pregnancy"	"September 2017"	"unspecified"
"106761"	"L18z200"	4	0	0	0	"medical condition nos in puerperium - baby delivered"	"August 2013"	"postnatal"
"58774"	"8I3F.00"	17	0	0	0	"edinburgh postnatal depression scale at 8 months declined"	"February 2009"	"postnatal"
"42885"	"Z254.00"	1	0	0	0	"observation of pattern of delivery"	"February 2009"	"postnatal"
"15033"	"ZV61900"	8031	0	4036	0	"[v]other unwanted pregnancy"	"February 2009"	"unspecified"
"98964"	"L114.00"	3	0	0	0	"antepartum haemorrhage with trauma"	"April 2010"	"late pregnancy"
"447"	"L116.00"	2779	0	54	0	"placenta praevia"	"February 2009"	"late pregnancy"
"34132"	"Q212.11"	80	0	0	0	"fetal distress before labour - liveborn"	"February 2009"	"postnatal"
"107557"	"63D7.00"	2026	0	0	0	"complete placenta at delivery"	"January 2014"	"late pregnancy"
"73407"	"L261200"	5	0	0	0	"rhesus isoimmunisation with antenatal problem"	"February 2009"	"early pregnancy"
"51810"	"03D6.00"	634	0	11	0	"consultant gynae.+ obstetrics"	"February 2009"	"unspecified"
"67164"	"L18z300"	4	0	0	0	"medical condition nos in pregnancy - baby not yet delivered"	"February 2009"	"unspecified"
"5464"	"L11y100"	56	0	0	0	"other antepartum haemorrhage - delivered"	"February 2009"	"late pregnancy"
"45242"	"L241.11"	154	0	4	0	"uterine fibroids in pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"113797"	"7M0c100"	1	0	0	0	"delivery fraction simple radiotherapy megavoltage machine"	"May 2019"	"postnatal"
"93303"	"ZV22400"	3	0	0	0	"[v]supervision of other normal pregnancy"	"February 2009"	"unspecified"
"6184"	"ZV22.00"	147439	0	8979	7	"[v]normal pregnancy"	"February 2009"	"unspecified"
"114073"	"L212100"	3	0	0	0	"quadruplet pregnancy - delivered"	"August 2019"	"unspecified"
"94399"	"L355100"	1	0	0	0	"other obstetric pelvic organ damage - delivered"	"February 2009"	"unspecified"
"60744"	"L115.11"	2	0	0	0	"antepartum haemorrhage with fibroid"	"February 2009"	"late pregnancy"
"68319"	"L351300"	3	0	0	0	"rupture of uterus during/after labour with postnatal problem"	"February 2009"	"postnatal"
"48281"	"Z22D200"	1204	0	8	0	"non-viable pregnancy"	"February 2009"	"unspecified"
"54609"	"7E0F200"	8	0	0	0	"manual manipulation of non pregnant uterus"	"February 2009"	"early pregnancy"
"23169"	"539Z.00"	0	0	0	14	"abdominal obstetric x-ray nos"	"February 2009"	"unspecified"
"111574"	"L114z00"	2	0	0	0	"antepartum haemorrhage with trauma nos"	"December 2016"	"late pregnancy"
"37254"	"Q030.00"	43	0	1	0	"fetus or neonate affected by breech delivery and extraction"	"February 2009"	"postnatal"
"62278"	"L281400"	4	0	0	0	"premature rupture of membranes, labour delayed by therapy"	"February 2009"	"postnatal"
"3078"	"Q032.00"	13796	0	680	0	"fetus or neonate affected by forceps delivery"	"February 2009"	"postnatal"
"29746"	"8B75.00"	504	0	0	0	"vitamin supplement - pregnancy"	"February 2009"	"unspecified"
"19607"	"L344000"	45	0	0	0	"unspecified perineal laceration during delivery, unspecified"	"February 2009"	"postnatal"
"42322"	"Q213.00"	87	0	0	0	"liveborn with labour fetal distress"	"February 2009"	"postnatal"
"16611"	"ZV22300"	7390	0	708	1	"[v]pregnant state, incidental"	"February 2009"	"early pregnancy"
"19600"	"L341.00"	11280	0	16	0	"second degree perineal tear during delivery"	"February 2009"	"postnatal"
"1130"	"L210.00"	14509	0	503	10	"twin pregnancy"	"February 2009"	"unspecified"
"114873"	"Lyu2300"	3	0	0	0	"[x]infections of other parts of urinary tract in pregnancy"	"April 2020"	"unspecified"
"39576"	"L343.00"	348	0	2	0	"fourth degree perineal tear during delivery"	"February 2009"	"postnatal"
"98639"	"L43zz00"	9	0	0	0	"obstetric pulmonary embolism nos"	"March 2010"	"unspecified"
"99043"	"L410600"	7	0	0	0	"varicose veins of legs in the puerperium"	"April 2010"	"postnatal"
"26201"	"Z22AC00"	397	0	12	0	"pregnancy with uncertain dates"	"February 2009"	"unspecified"
"104509"	"L267A00"	117	0	1	0	"placenta accreta"	"July 2012"	"late pregnancy"
"31280"	"L340500"	105	0	12	0	"vulval tear during delivery"	"February 2009"	"postnatal"
"25545"	"Z212300"	545	0	7	0	"delivery place booked"	"February 2009"	"postnatal"
"70242"	"7F16700"	3	0	0	0	"barton forceps cephalic delivery with rotation"	"February 2009"	"postnatal"
"11817"	"6G0..00"	635	0	19	0	"postnatal counselling"	"February 2009"	"postnatal"
"40703"	"L169z00"	25	0	0	0	"herpes gestationis nos"	"February 2009"	"unspecified"
"71057"	"L345100"	3	0	0	0	"vulval and perineal haematoma during delivery - delivered"	"February 2009"	"postnatal"
"101944"	"L43z000"	2	0	0	0	"obstetric pulmonary embolism nos, unspecified"	"March 2011"	"unspecified"
"20320"	"Q210.00"	392	0	180	0	"fetal death due to prelabour anoxia"	"February 2009"	"postnatal"
"116161"	"L412100"	1	0	0	0	"superficial thrombophlebitis in pregnancy/puerperium -deliv"	"October 2022"	"postnatal"
"1279"	"7F16.00"	66243	0	1412	1	"forceps cephalic delivery"	"February 2009"	"postnatal"
"116555"	"L444z00"	1	0	0	0	"placental polyp nos"	"May 2024"	"late pregnancy"
"4979"	"Eu53012"	629	0	15	0	"[x]postpartum depression nos"	"February 2009"	"postnatal"
"107794"	"4H7Z.00"	0	0	0	1	"amniotic fetal cell study nos"	"March 2014"	"late pregnancy"
"52221"	"L03y000"	18	0	0	0	"cervical pregnancy"	"February 2009"	"unspecified"
"23588"	"L414200"	18	0	2	0	"postnatal deep vein thrombosis with postnatal complication"	"February 2009"	"postnatal"
"38616"	"L442100"	6	0	1	0	"obstetric perineal wound disruption - deliv + p/n comp"	"February 2009"	"unspecified"
"34868"	"L4...00"	334	0	3	0	"complications of the puerperium"	"February 2009"	"postnatal"
"112123"	"L170400"	1	0	0	0	"maternal syphilis in puerperium - baby previously delivered"	"September 2017"	"postnatal"
"22976"	"62B2.00"	1652	0	5	0	"home delivery booked"	"February 2009"	"postnatal"
"41414"	"62B6.00"	135	0	1	0	"delivery booking place changed"	"February 2009"	"postnatal"
"34533"	"8HV6.00"	57	0	127	0	"private referral to obstetrician"	"February 2009"	"unspecified"
"69814"	"Q022000"	3	0	0	0	"fetus or neonate affected by placental dysfunction"	"February 2009"	"late pregnancy"
"16706"	"ZV72400"	440	0	14	1	"[v]pregnancy examination or test, pregnancy unconfirmed"	"February 2009"	"unspecified"
"59650"	"Z235300"	1	0	0	0	"transversely enlarged pregnant abdomen"	"February 2009"	"early pregnancy"
"69327"	"L10yz00"	50	0	3	0	"other haemorrhage in early pregnancy nos"	"February 2009"	"unspecified"
"51956"	"L212200"	1	0	0	0	"quadruplet pregnancy with antenatal problem"	"February 2009"	"early pregnancy"
"116710"	"L168200"	0	0	0	0	"fatigue during pregnancy - delivered with postnatal comp"	"March 2025"	"postnatal"
"38440"	"L462z00"	60	0	0	0	"breast engorgement in pregnancy/puerperium/lactation nos"	"February 2009"	"postnatal"
"114071"	"L410300"	2	0	0	0	"varicose veins of legs in pregnancy/puerperium + a/n comp"	"August 2019"	"postnatal"
"10306"	"Z22C314"	38873	0	1047	0	"weeks pregnant"	"February 2009"	"early pregnancy"
"45965"	"Z22C311"	572	0	0	0	"pregnancy duration"	"February 2009"	"unspecified"
"43805"	"Z22C312"	140	0	0	1	"duration of gestation"	"February 2009"	"unspecified"
"1492"	"L36..00"	28264	0	1218	3	"postpartum haemorrhage (pph)"	"February 2009"	"postnatal"
"26055"	"L263A00"	49	0	2	0	"maternal care for fetal bradycardia during pregnancy"	"February 2009"	"unspecified"
"66127"	"L244211"	4	0	0	0	"cystocele - delivered with postpartum complication"	"February 2009"	"postnatal"
"57581"	"L244212"	9	0	1	0	"rectocele - delivered with postpartum complication"	"February 2009"	"postnatal"
"35197"	"8HLN.00"	107	0	669	0	"obstetric d.v. done"	"February 2009"	"unspecified"
"72465"	"L246211"	4	0	0	0	"polyp of cervix - baby delivered+postpartum complication"	"February 2009"	"postnatal"
"44261"	"L353.11"	58	0	0	0	"laceration of cervix - obstetric"	"February 2009"	"unspecified"
"6217"	"ZV24.11"	14377	0	46	3	"[v]postnatal care and examination"	"February 2009"	"postnatal"
"104873"	"L143.00"	55	0	0	0	"premature labour and delivery"	"August 2012"	"postnatal"
"61301"	"L10y000"	50	0	3	0	"other haemorrhage in early pregnancy unspecified"	"February 2009"	"unspecified"
"104205"	"7F2A100"	8	0	0	0	"obstetric uterine artery doppler"	"June 2012"	"unspecified"
"50283"	"L44z.00"	30	0	1	0	"complications of the puerperium nos"	"February 2009"	"postnatal"
"102802"	"7F2By00"	8	0	0	1	"other specified obstetric ultrasound monitoring"	"August 2011"	"unspecified"
"10261"	"L2...00"	464	0	26	2	"risk factors in pregnancy"	"February 2009"	"unspecified"
"106268"	"8IEc.00"	895	0	0	0	"pertussis vaccination in pregnancy declined"	"June 2013"	"unspecified"
"24944"	"L163300"	19	0	4	0	"pregnancy care of habitual aborter"	"February 2009"	"unspecified"
"107196"	"B911.00"	1	0	0	0	"neoplasm of uncertain behaviour of placenta"	"October 2013"	"late pregnancy"
"41747"	"L44yz00"	11	0	2	0	"other complications of the puerperium nos"	"February 2009"	"postnatal"
"101980"	"65QG.00"	59	0	0	12	"antenatal screening shows non sig haemoglobinopathy carrier"	"April 2011"	"early pregnancy"
"44828"	"L263200"	1	0	0	0	"fetal distress with antenatal problem"	"February 2009"	"early pregnancy"
"115090"	"Z286.00"	1	0	0	0	"pelvis adequate for delivery"	"August 2020"	"postnatal"
"73935"	"Lyu7500"	4	0	0	0	"[x]obstetric death of unspecified cause"	"February 2009"	"unspecified"
"89557"	"L092300"	6	0	0	0	"cervix damage following abortive pregnancy"	"February 2009"	"unspecified"
"108595"	"9Nij.00"	228	0	0	0	"did not attend postnatal examination"	"September 2014"	"postnatal"
"93762"	"B42..00"	8	0	0	0	"malignant neoplasm of placenta"	"February 2009"	"late pregnancy"
"41961"	"L171.00"	17	0	0	0	"maternal gonorrhoea during pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"50847"	"L398600"	115	0	0	0	"caesarean delivery following previous caesarean delivery"	"February 2009"	"postnatal"
"34299"	"L240.00"	169	0	5	0	"congenital abnormality of uterus in preg/childbirth/puerp"	"February 2009"	"postnatal"
"16752"	"ZV72900"	10877	0	73	26	"[v]pregnancy examination and test"	"February 2009"	"unspecified"
"57891"	"7F23.00"	194	0	0	0	"immediate repair of obstetric laceration"	"February 2009"	"unspecified"
"58142"	"L16A000"	78	0	0	0	"glycosuria during pregnancy unspecified"	"February 2009"	"unspecified"
"61835"	"L161z00"	2973	0	0	0	"oedema or excessive weight gain in pregnancy nos"	"February 2009"	"unspecified"
"14765"	"L462400"	52	0	1	0	"breast engorgement in pregnancy/puerperium/lact + p/n comp"	"February 2009"	"postnatal"
"18287"	"7F22500"	181	0	0	0	"normal delivery of placenta"	"February 2009"	"late pregnancy"
"20718"	"L412211"	142	0	0	0	"phlebitis - postpartum"	"February 2009"	"postnatal"
"39636"	"L412212"	47	0	1	0	"puerperal phlebitis"	"February 2009"	"postnatal"
"19604"	"L342000"	246	0	0	0	"third degree perineal tear during delivery, unspecified"	"February 2009"	"postnatal"
"2943"	"L222.11"	1244	0	34	0	"assisted breech delivery"	"February 2009"	"postnatal"
"15633"	"L182000"	176	0	0	0	"anaemia - unspecified whether in pregnancy or the puerperium"	"February 2009"	"postnatal"
"23995"	"L15..11"	46	0	5	0	"post-term pregnancy"	"February 2009"	"late pregnancy"
"23664"	"63E..00"	8435	0	1413	0	"labour details"	"February 2009"	"postnatal"
"108135"	"9Nj8.11"	535	0	0	0	"failed encounter - sms text message delivery failure"	"June 2014"	"postnatal"
"28126"	"L11..12"	378	0	14	0	"antepartum bleeding"	"February 2009"	"late pregnancy"
