"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"	"period"
"44306"	"L126600"	54	0	0	0	"eclampsia in labour"	"February 2009"	"postnatal"
"112561"	"L440z00"	6	0	0	0	"puerperal cerebrovascular disorder nos"	"April 2018"	"postnatal"
"13819"	"62F..00"	945	0	54	4563	"antenatal amniocentesis"	"February 2009"	"early pregnancy"
"95703"	"7M0f100"	91	0	0	0	"14 - 20 weeks gestational age"	"February 2009"	"20"
"52308"	"Q211.00"	43	0	0	0	"fetal death due to labour anoxia"	"February 2009"	"postnatal"
"107186"	"L266200"	2	0	0	0	"large-for-dates with antenatal problem"	"October 2013"	"early pregnancy"
"36703"	"L345.00"	73	0	5	0	"vulval and perineal haematoma during delivery"	"February 2009"	"postnatal"
"50531"	"7F05000"	5	0	0	0	"drainage of amniotic cavity"	"February 2009"	"late pregnancy"
"2458"	"7F17.00"	21670	0	717	0	"vacuum delivery"	"February 2009"	"postnatal"
"70901"	"Q023100"	24	0	0	0	"fetus/neonate affected by feto-maternal transplacental trans"	"February 2009"	"late pregnancy"
"68215"	"L188100"	14	0	0	0	"abnormal gtt during pregnancy - baby delivered"	"February 2009"	"unspecified"
"48708"	"Z244411"	11	0	0	0	"postmature labour"	"February 2009"	"postnatal"
"16750"	"6221.00"	28559	0	399	0	"antenatal care: primigravida"	"February 2009"	"early pregnancy"
"21160"	"ZV72A00"	870	0	29	0	"[v]pregnancy not (yet) confirmed"	"February 2009"	"unspecified"
"13984"	"584E.00"	110	0	8	154	"antenatal ultrasound confirms ectopic pregnancy"	"February 2009"	"early pregnancy"
"112124"	"L171000"	1	0	0	0	"maternal gonorrhoea, unspec whether in pregnancy/puerperium"	"September 2017"	"postnatal"
"22975"	"62B3.00"	10167	0	45	0	"g.p. unit delivery booking"	"February 2009"	"postnatal"
"71876"	"L169200"	1	0	0	0	"herpes gestationis - delivered with postnatal complication"	"February 2009"	"postnatal"
"32988"	"62B5.00"	151	0	0	0	"private home delivery booking"	"February 2009"	"postnatal"
"32989"	"62B7.00"	128	0	0	0	"domino delivery"	"February 2009"	"postnatal"
"94059"	"7F2Az00"	13	0	0	0	"obstetric doppler studies nos"	"February 2009"	"unspecified"
"28730"	"L355.11"	159	0	2	0	"bladder injury - obstetric"	"February 2009"	"unspecified"
"22765"	"L355.12"	22	0	0	0	"urethra injury - obstetric"	"February 2009"	"unspecified"
"27916"	"L353.12"	111	0	6	0	"tear of cervix - obstetric"	"February 2009"	"unspecified"
"9619"	"L44zz00"	20	0	0	0	"complications of the puerperium nos"	"February 2009"	"postnatal"
"71851"	"L229200"	4	0	0	0	"prolapsed arm with antenatal problem"	"February 2009"	"early pregnancy"
"31934"	"L45..00"	717	0	12	0	"obstetric breast infections"	"February 2009"	"unspecified"
"40723"	"L12z.00"	441	0	2	0	"unspecified hypertension in pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"95354"	"Z255300"	3	0	0	0	"progess of second stage of labour"	"February 2009"	"postnatal"
"109421"	"Q03y400"	1	0	0	0	"fetus or neonate affected by long labour"	"March 2015"	"postnatal"
"112351"	"L451200"	1	0	0	0	"obstetric breast abscess - deliv with postnatal complication"	"December 2017"	"postnatal"
"67893"	"L2C..00"	3	0	0	0	"malnutrition in pregnancy"	"February 2009"	"unspecified"
"53093"	"L44y.00"	23	0	0	0	"other complications of the puerperium"	"February 2009"	"postnatal"
"70993"	"L16Az00"	75	0	0	0	"glycosuria during pregnancy nos"	"February 2009"	"unspecified"
"49485"	"L263600"	14	0	1	1	"labour+delivery complicatd by biochem evidence/fetal stress"	"February 2009"	"postnatal"
"104542"	"67AH.00"	20	0	0	0	"education about toxoplasmosis precautions during pregnancy"	"July 2012"	"unspecified"
"105865"	"67AJ.00"	348	0	1	0	"provision of information about antenatal screening"	"March 2013"	"early pregnancy"
"23438"	"L2z..00"	295	0	37	0	"risk factors in pregnancy nos"	"February 2009"	"unspecified"
"102136"	"L292z00"	5	0	0	0	"unspecified maternal pyrexia during labour nos"	"April 2011"	"postnatal"
"73624"	"L431100"	1	0	0	0	"amniotic fluid pulmonary embolism - delivered"	"February 2009"	"late pregnancy"
"62622"	"L30z000"	1	0	0	0	"obstructed labour nos, unspecified"	"February 2009"	"postnatal"
"108419"	"L38X.00"	3	0	0	0	"complication of anaesthesia during labour and deliv unsp"	"July 2014"	"postnatal"
"112111"	"L096000"	1	0	0	0	"air embolism following abortive pregnancy"	"September 2017"	"unspecified"
"5522"	"L3z..00"	2717	0	256	0	"complications of labour and delivery nos"	"February 2009"	"postnatal"
"25238"	"ZRBY.11"	7754	0	4	0	"epds - edinburgh postnatal depression scale"	"February 2009"	"postnatal"
"40702"	"Z243600"	9	0	0	0	"slow progress in first stage of labour"	"February 2009"	"postnatal"
"97741"	"L461000"	5	0	0	0	"cracked nipple in pregnancy/puerperium/lactation unspecified"	"October 2009"	"postnatal"
"109043"	"9NFV.00"	176	0	0	0	"health visitor antenatal visit"	"January 2015"	"early pregnancy"
"47928"	"L280200"	7	0	0	0	"oligohydramnios with antenatal problem"	"February 2009"	"early pregnancy"
"103319"	"Lyu4.00"	9	0	0	0	"[x]complications of labour and delivery"	"November 2011"	"postnatal"
"115705"	"L242200"	1	0	0	0	"uterine operation scar in pregnancy/childb/puerp + a/n prob"	"July 2021"	"unspecified"
"67035"	"L123200"	3	0	0	0	"transient hypertension of pregnancy - deliv with p/n comp"	"February 2009"	"unspecified"
"105694"	"ZVu2300"	2	0	0	0	"[x]supervision of other normal pregnancy"	"January 2013"	"unspecified"
"37267"	"L301400"	7	0	0	0	"obstructed labour due to generally contracted pelvis"	"February 2009"	"postnatal"
"116023"	"L03y700"	1	0	0	0	"angular pregnancy"	"March 2022"	"unspecified"
"53097"	"Z22C313"	43	0	1	0	"duration of pregnancy"	"February 2009"	"unspecified"
"61611"	"7F1A400"	10	0	0	0	"trial of labour nec"	"February 2009"	"postnatal"
"64125"	"L09yz00"	14	0	0	0	"other specified complication nos follow abortive pregnancy"	"February 2009"	"unspecified"
"112999"	"Q014z00"	5	0	0	0	"fetus or neonate affected by ectopic pregnancy nos"	"October 2018"	"unspecified"
"50571"	"L090100"	9	0	0	0	"parametritis following abortive pregnancy"	"February 2009"	"unspecified"
"22261"	"Z241100"	4339	0	1	0	"onset of labour induced"	"February 2009"	"postnatal"
"49294"	"L26..00"	19	0	0	0	"other fetal and placental problems"	"February 2009"	"late pregnancy"
"57640"	"L242z00"	2	0	0	0	"uterine operation scar in pregnancy/childbirth/puerp nos"	"February 2009"	"postnatal"
"40224"	"Eu53000"	1342	0	0	0	"[x]mild mental/behav disorder assoc with the puerperium nec"	"February 2009"	"postnatal"
"2924"	"7E06600"	12558	0	996	1	"hysterotomy and termination of pregnancy"	"February 2009"	"unspecified"
"57380"	"7241100"	40	0	0	0	"amniotic graft to conjunctiva"	"February 2009"	"late pregnancy"
"27952"	"ZV13900"	51	0	3	0	"[v]ph comp of pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"58156"	"L03y.00"	70	0	0	0	"other ectopic pregnancy"	"February 2009"	"unspecified"
"39324"	"Q408400"	93	0	1	0	"group a haemolytic streptococcal intra-amniotic infect. nec"	"February 2009"	"late pregnancy"
"59681"	"L41z511"	48	0	0	0	"gestational phlebitis nos"	"February 2009"	"unspecified"
"53141"	"L241.00"	62	0	1	0	"tumour of uterine body in pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"55730"	"ZV22.11"	71	0	0	0	"[v]supervision of normal pregnancy"	"February 2009"	"unspecified"
"86021"	"7F24.00"	31	0	0	0	"other obstetric operations"	"February 2009"	"unspecified"
"50555"	"Q012.00"	33	0	0	0	"fetus or neonate affected by maternal oligohydramnios"	"February 2009"	"late pregnancy"
"70148"	"L44z000"	3	0	0	0	"complications of the puerperium nos, unspecified"	"February 2009"	"postnatal"
"5709"	"62...13"	97556	0	18874	0	"pregnancy care"	"February 2009"	"unspecified"
"35928"	"L463000"	7	0	0	0	"other breast disorder in pregnancy/puerperium/lact unspec"	"February 2009"	"postnatal"
"112099"	"L091000"	2	0	0	0	"afibrinogenaemia following abortive pregnancy"	"September 2017"	"unspecified"
"14789"	"Q030.11"	1282	0	62	0	"fetus affected by breech delivery"	"February 2009"	"postnatal"
"100104"	"95B..00"	286	0	0	0	"health in pregnancy grant claim form issued"	"July 2010"	"unspecified"
"167"	"7F19.00"	1394547	0	32746	18	"normal delivery"	"February 2009"	"postnatal"
"65900"	"Z243300"	3	0	0	0	"progress of labour - first stage"	"February 2009"	"postnatal"
"85992"	"7F27.00"	198	0	8	6	"non routine obstetric scan for fetal observations"	"February 2009"	"unspecified"
"72883"	"Lyu2100"	16	0	0	0	"[x]other vomiting complicating pregnancy"	"February 2009"	"unspecified"
"22929"	"8H3C.00"	9645	0	652	0	"non-urgent obstetric admission"	"February 2009"	"unspecified"
"96745"	"L35y100"	2	0	0	0	"other obstetric trauma - delivered"	"April 2009"	"unspecified"
"59588"	"L411500"	24	0	2	0	"genital varices in pregnancy"	"February 2009"	"unspecified"
"51848"	"L46y.11"	66	0	4	0	"galactocele - obstetric"	"February 2009"	"unspecified"
"105146"	"7F2Ay11"	7	0	0	0	"other specified obstetric doppler ultrasound"	"November 2012"	"unspecified"
"32997"	"6321.00"	806	0	0	0	"1st stage of labour length"	"February 2009"	"postnatal"
"5721"	"L166600"	579	0	5	2	"urinary tract infection following delivery"	"February 2009"	"postnatal"
"114162"	"Lyu3E00"	1	0	0	0	"[x]other antepartum haemorrhage"	"August 2019"	"late pregnancy"
"29071"	"7L16000"	1389	0	8	0	"intravenous induction of labour"	"February 2009"	"postnatal"
"24046"	"L420.00"	126	0	9	1	"puerperal pyrexia of unknown origin"	"February 2009"	"postnatal"
"67863"	"Z22B.00"	6	0	1	0	"observation of quantity of pregnancy"	"February 2009"	"unspecified"
"34411"	"Z254300"	746	0	0	0	"delivered by mid-cavity forceps delivery"	"February 2009"	"postnatal"
"23485"	"L17..00"	37	0	5	0	"infective/parasitic disease in preg/childbirth/puerperium"	"February 2009"	"postnatal"
"9546"	"623..00"	188134	0	897	0	"a/n care: obstetric risk"	"February 2009"	"unspecified"
"12890"	"Z227.00"	7649	0	534	0	"confirmation of pregnancy"	"February 2009"	"unspecified"
"54596"	"L140200"	13	0	0	0	"false labour at or after 37 completed weeks of gestation"	"February 2009"	"postnatal"
"54763"	"L40z000"	2	0	0	0	"major puerperal infection nos, unspecified"	"February 2009"	"postnatal"
"37735"	"L362000"	471	0	4	0	"secondary postpartum haemorrhage unspecified"	"February 2009"	"postnatal"
"47080"	"L162.00"	34	0	2	0	"unspecified renal disease in pregnancy"	"February 2009"	"unspecified"
"100670"	"L181100"	9	0	0	0	"thyroid dysfunction during pregnancy - baby delivered"	"September 2010"	"unspecified"
"93329"	"Q007400"	1	0	0	0	"fetus/neonate affected-placental/breast transfer anti-infect"	"February 2009"	"late pregnancy"
"3191"	"L16y500"	10799	0	690	18	"abdominal pain in pregnancy"	"February 2009"	"unspecified"
"33708"	"L182100"	226	0	0	0	"anaemia during pregnancy - baby delivered"	"February 2009"	"unspecified"
"27740"	"L16..00"	181	0	6	0	"other pregnancy complication nec"	"February 2009"	"unspecified"
"48230"	"Z254800"	65	0	0	0	"deliveries by spontaneous breech delivery"	"February 2009"	"postnatal"
"36137"	"L142z00"	91	0	1	0	"early onset of delivery nos"	"February 2009"	"postnatal"
"67698"	"L150000"	1	0	2	0	"post-term pregnancy unspecified"	"February 2009"	"late pregnancy"
"42101"	"L140z00"	40	0	0	0	"threatened premature labour nos"	"February 2009"	"postnatal"
"69458"	"L354.00"	31	0	2	0	"obstetric high vaginal laceration"	"February 2009"	"unspecified"
"33352"	"L352.00"	27	0	0	0	"obstetric inversion of uterus"	"February 2009"	"unspecified"
"9556"	"K310.11"	6339	0	415	0	"abscess, breast, non puerperal"	"February 2009"	"postnatal"
"10596"	"K310.12"	5733	0	151	0	"mastitis - non puerperal"	"February 2009"	"postnatal"
"32877"	"L350.00"	98	0	1	0	"ruptured uterus before labour"	"February 2009"	"postnatal"
"6560"	"L416.00"	2914	0	18	0	"haemorrhoids in pregnancy and the puerperium"	"February 2009"	"postnatal"
"98133"	"9Ea0.00"	4	0	0	0	"risk life pregnant woman greater than if pregnancy terminatd"	"December 2009"	"early pregnancy"
"36000"	"9N1y400"	1188	0	1	0	"seen in postnatal clinic"	"February 2009"	"postnatal"
"73560"	"L394100"	0	0	0	0	"other complications of obstetric procedures - delivered"	"February 2009"	"unspecified"
"40931"	"4H51.00"	3	0	3	441	"amniotic fluid afp normal"	"February 2009"	"late pregnancy"
"54668"	"ZV24y00"	46	0	1	0	"[v]other specified postpartum care and examination"	"February 2009"	"postnatal"
"63648"	"Q021000"	12	0	1	0	"fetus/neonate affected by antepartum haemorrhage unspecified"	"February 2009"	"late pregnancy"
"44404"	"L43z400"	14	0	3	0	"obstetric pulmonary embolism nos with postnatal complication"	"February 2009"	"postnatal"
"20165"	"L363.00"	41	0	1	0	"postpartum coagulation defects"	"February 2009"	"postnatal"
"96742"	"Q007300"	1	0	0	0	"fetus/neonate affected-placenta/breast transfer hallucinogen"	"April 2009"	"late pregnancy"
"59639"	"Z256500"	5	0	0	0	"delayed expulsion of placenta"	"February 2009"	"late pregnancy"
"106286"	"L356100"	4	0	0	0	"obstetric damage to pelvic joints and ligaments - delivered"	"June 2013"	"unspecified"
"59941"	"L142000"	63	0	0	0	"early onset of delivery unspecified"	"February 2009"	"postnatal"
"70006"	"L110100"	15	0	0	0	"placenta praevia without haemorrhage - delivered"	"February 2009"	"late pregnancy"
"6298"	"ZV28.00"	9899	0	1039	421	"[v]antenatal screening"	"February 2009"	"early pregnancy"
"32950"	"L03y100"	80	0	1	0	"cornual pregnancy"	"February 2009"	"unspecified"
"105006"	"Q48G.00"	9	0	0	0	"complication termination pregnancy affecting fetus newborn"	"September 2012"	"unspecified"
"54690"	"L250400"	11	0	0	0	"maternal care for cns malformation in fetus"	"February 2009"	"unspecified"
"32590"	"Z258.00"	262	0	1	0	"delivery problem"	"February 2009"	"postnatal"
"21438"	"7E08411"	1523	0	20	0	"vacuum termination of pregnancy"	"February 2009"	"unspecified"
"6715"	"6219.00"	57974	0	1693	0	"patient ? pregnant"	"February 2009"	"early pregnancy"
"20738"	"7F19000"	590	0	2	0	"manually assisted vaginal delivery"	"February 2009"	"postnatal"
"51298"	"6215.00"	794	0	2	0	"pregnant - on abdom. palpation"	"February 2009"	"early pregnancy"
"30970"	"Q44B.00"	161	0	0	0	"syndrome of infant of mother with gestational diabetes"	"February 2009"	"unspecified"
"35912"	"ZV22200"	1056	0	50	0	"[v]pregnancy confirmed"	"February 2009"	"unspecified"
"97907"	"L29..00"	11	0	0	0	"other problems affecting labour"	"October 2009"	"postnatal"
"90185"	"Z264600"	7	0	0	0	"excessive amniotic fluid"	"February 2009"	"late pregnancy"
"99980"	"L168300"	1	0	0	0	"fatigue during pregnancy - not delivered"	"June 2010"	"unspecified"
"31565"	"L44..00"	33	0	4	0	"other complications of the puerperium nec"	"February 2009"	"postnatal"
"107708"	"L415100"	1	0	0	0	"other phlebitis/thrombosis in pregnancy/puerperium - deliv"	"February 2014"	"postnatal"
"50924"	"L340200"	8	0	0	0	"first degree perineal tear during delivery with p/n problem"	"February 2009"	"postnatal"
"34628"	"7F16600"	100	0	2	0	"failed forceps delivery"	"February 2009"	"postnatal"
"819"	"L30..00"	159	0	10	0	"obstructed labour"	"February 2009"	"postnatal"
"45032"	"62O..00"	11455	0	2	0	"misc. antenatal data"	"February 2009"	"early pregnancy"
"49789"	"L240.12"	43	0	4	0	"double uterus in pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"24447"	"7F25.13"	61	0	2	0	"monitoring during labour"	"February 2009"	"postnatal"
"29593"	"6223.00"	9899	0	48	0	"antenatal care: 3rd pregnancy"	"February 2009"	"early pregnancy"
"23800"	"7F23.11"	438	0	2	0	"immediate repair of obstetric tear"	"February 2009"	"unspecified"
"11268"	"7F23.12"	1115	0	25	0	"immediate suture of obstetric laceration"	"February 2009"	"unspecified"
"49407"	"L2B..00"	40	0	6	0	"low weight gain in pregnancy"	"February 2009"	"unspecified"
"94129"	"Z263600"	1	0	0	0	"one placental membrane present"	"February 2009"	"late pregnancy"
"43959"	"633Z.00"	784	0	0	0	"outcome of delivery nos"	"February 2009"	"postnatal"
"56217"	"L416000"	35	0	0	0	"haemorrhoids in pregnancy and the puerperium unspecified"	"February 2009"	"postnatal"
"97367"	"L43z100"	3	0	0	0	"obstetric pulmonary embolism nos - delivered"	"August 2009"	"unspecified"
"71144"	"L412200"	72	0	0	0	"superficial thrombophleb in preg/puerperium - del + p/n comp"	"February 2009"	"postnatal"
"52583"	"L168.00"	177	0	2	0	"fatigue during pregnancy"	"February 2009"	"unspecified"
"112106"	"L093100"	1	0	0	0	"acute renal failure following abortive pregnancy"	"September 2017"	"unspecified"
"73331"	"Z246900"	3	0	0	0	"duration of second stage of labour"	"February 2009"	"postnatal"
"70615"	"L345z00"	8	0	0	0	"vulval and perineal haematoma during delivery nos"	"February 2009"	"postnatal"
"66496"	"L222200"	10	0	0	0	"breech presentation with antenatal problem"	"February 2009"	"early pregnancy"
"112122"	"L170300"	3	0	0	0	"maternal syphilis during pregnancy - baby not yet delivered"	"September 2017"	"unspecified"
"39117"	"L126500"	795	0	0	0	"eclampsia in pregnancy"	"February 2009"	"unspecified"
"60953"	"Z253211"	46	0	0	0	"precipitate delivery"	"February 2009"	"postnatal"
"53572"	"L3y..00"	33	0	3	0	"other specified complications of labour or delivery"	"February 2009"	"postnatal"
"863"	"L398200"	36582	0	1682	0	"caesarean section - pregnancy at term"	"February 2009"	"unspecified"
"113350"	"Q022100"	2	0	0	0	"fetus or neonate affected by placental infarction"	"February 2019"	"late pregnancy"
"90776"	"62a..11"	406	0	0	0	"review of pregnancy"	"February 2009"	"unspecified"
"444"	"8HT9.00"	50551	0	94738	0	"referral to antenatal clinic"	"February 2009"	"early pregnancy"
"91254"	"Z235200"	15	0	0	0	"rounded pregnant abdomen"	"February 2009"	"early pregnancy"
"99467"	"4443.00"	0	0	0	12	"placental lactogen - hpl"	"May 2010"	"late pregnancy"
"112130"	"L172200"	1	0	0	0	"other maternal venereal disease in puerperium-baby delivered"	"September 2017"	"postnatal"
"99154"	"L410000"	3	0	0	0	"varicose veins of legs in pregnancy/puerperium unspecified"	"April 2010"	"postnatal"
"9668"	"7F12100"	10146	0	8	0	"elective lower uterine segment caesarean delivery"	"February 2009"	"postnatal"
"100563"	"L302000"	2	0	0	0	"obstructed labour caused by pelvic soft tissues unspecified"	"August 2010"	"postnatal"
"99664"	"L267z00"	15	0	0	0	"other placental conditions nos"	"June 2010"	"late pregnancy"
"23548"	"L301.00"	47	0	9	0	"obstructed labour caused by bony pelvis"	"February 2009"	"postnatal"
"72195"	"L450400"	4	0	0	0	"obstetric nipple infection with postnatal complication"	"February 2009"	"postnatal"
"96724"	"L162100"	1	0	0	0	"unspecified renal disease in pregnancy - delivered"	"April 2009"	"unspecified"
"61573"	"L416500"	60	0	0	0	"haemorrhoids in the puerperium"	"February 2009"	"postnatal"
"33441"	"L511.00"	64	0	3	0	"maternal care for viable fetus in abdominal pregnancy"	"February 2009"	"unspecified"
"103255"	"L45yz00"	2	0	0	0	"other obstetric breast infection nos"	"October 2011"	"unspecified"
"104746"	"L302z00"	1	0	0	0	"obstructed labour caused by pelvic soft tissues nos"	"August 2012"	"postnatal"
