"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antihypertensives"
"3720"	73503	"Zestril 2.5mg tablets (AstraZeneca UK Ltd)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"48049"	16	"Perindopril erbumine 2mg tablets (Viatris UK Healthcare Ltd)"	"Perindopril"	"2mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"69202"	8	"Nifedipine 2mg/5ml oral suspension"	"Nifedipine"	"400microgram/1ml"	"Oral suspension"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"70116"	12	"Metoprolol 50mg/5ml oral solution"	"Metoprolol"	"10mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"41573"	848	"Lisopress 10mg tablets (Teva UK Ltd)"	"Lisinopril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"18403"	245	"Diltiazem HCl 180mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem"	"180mg"	"Modified-Release Capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"73992"	631	"Adalat LA 60 tablets (Dowelhurst Ltd)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"12546"	6472	"Kalspare Tablet (Dominion Pharma)"	"Chlortalidone/Triamterene"	"50mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Chlortalidone/Triamterene"
"7288"	46152	"Brimonidine 2mg/ml / Timolol 5mg/ml eye drops"	"Timolol"	"2mg/1ml + 5mg/1ml"	"Eye drops"	"Ocular"	"Sympathomimetics (In Glaucoma)"	"Timolol"
"46066"	93	"Cardozin XL 4mg tablets (Almus Pharmaceuticals Ltd)"	"Doxazosin"	"4mg"	"Modified-release tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"85722"	1	"Moxonidine 400microgram tablets (Tillomed Laboratories Ltd)"	"Moxonidine"	"400microgram"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Moxonidine"
"76488"	2	"Nifedipine 5mg capsules (Strides Pharma UK Ltd)"	"Nifedipine"	"5mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"5319"	133655	"Timoptol-LA 0.25% ophthalmic gel-forming solution (Santen UK Ltd)"	"Timolol"	"2.5mg/1ml"	"Eye gel"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"7333"	3700	"Minoxidil 2% solution"	"Minoxidil"	"20mg/1ml"	"Cutaneous solution"	"Cutaneous"	"Androgenetic Alopecia"	"Minoxidil"
"25086"	1	"SPIRONOLACTONE"	"Spironolactone"	NA	NA	NA	"Unknown"	"Spironolactone"
"9162"	6	"Glaucol 0.25% Eye drops (IVAX Pharmaceuticals UK Ltd)"	"Timolol"	"2.5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"70455"	19	"Candesartan 4mg/5ml oral suspension"	"Candesartan"	"800microgram/1ml"	"Oral suspension"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"61499"	2	"Ramipril 2.5mg tablets (Accord-UK Ltd)"	"Ramipril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"3222"	1466866	"Valsartan 80mg capsules"	"Valsartan"	"80mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"33837"	21	"Amiloride 5mg tablets (A A H Pharmaceuticals Ltd)"	"Amiloride"	"5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Amiloride"
"66670"	0	"Metoprolol 100mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Metoprolol"	"100mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"34890"	91	"Metoprolol 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Metoprolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Metoprolol"
"88499"	0	"Irbesartan 75mg tablets (Waymade Healthcare Plc)"	"Irbesartan"	"75mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"54297"	35	"Propranolol 50mg/5ml oral solution"	"Propranolol"	"10mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"20890"	65595	"Zemtard 240 XL capsules (Galen Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"58276"	0	"Doxazosin 2mg tablets (Medreich Plc)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"17640"	35865	"Amlostin 5mg tablets (Discovery Pharmaceuticals)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"9456"	3637	"Amiloride 5mg / furosemide 40mg tablets"	"Amiloride"	"5mg + 40mg"	"Tablets"	"Oral"	"Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"53058"	0	"Perindopril erbumine 8mg tablets (Sandoz Ltd)"	"Perindopril"	"8mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"11567"	9210	"Ramipril 5mg with felodipine 5mg modified-release tablet"	"Felodipine/Ramipril"	"5mg + 5mg"	"Modified Release Tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"Felodipine/Ramipril"
"79622"	0	"Propranolol 40mg tablets (DE Pharmaceuticals)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"1125"	224613	"Navidrex -k Tablet (Novartis Pharmaceuticals UK Ltd)"	"Cyclopenthiazide"	NA	"Tablet"	"Oral"	"Thiazides And Related Diuretics"	"Cyclopenthiazide"
"16632"	1120	"Hydrosaluric 50mg tablets (Organon Pharma (UK) Ltd)"	"Hydrochlorothiazide"	"50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Hydrochlorothiazide"
"87598"	0	"Propranolol 40mg tablets (Bristol Laboratories Ltd)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"72782"	758	"Eysano 5mg/ml eye drops (Aspire Pharma Ltd)"	"Timolol"	"5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"55259"	0	"Indapamide 2.5mg tablets (Kent Pharma (UK) Ltd)"	"Indapamide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"12411"	4537	"Cilazapril 500microgram tablets"	"Cilazapril"	"500microgram"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Cilazapril"
"5735"	40606	"Tritace 5mg capsules (Sanofi)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"46974"	7	"Enalapril 5mg tablets (Viatris UK Healthcare Ltd)"	"Enalapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"58461"	6	"Lisinopril 2.5mg tablets (Kent Pharma (UK) Ltd)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"92206"	0	"Propranolol 10mg tablets (AAH Hillcross)"	"Propranolol"	"10mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"74108"	504	"Amlodipine 5mg tablets (Sigma Pharmaceuticals Plc)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"2612"	3834493	"Indapamide 2.5mg tablets"	"Indapamide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"54057"	51	"Losartan 50mg tablets (Teva UK Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"76252"	7	"Propranolol 160mg modified-release capsules (Teva UK Ltd)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"26255"	57	"Lopranol la 160mg Capsule (Opus Pharmaceuticals Ltd)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Propranolol"
"9374"	6704	"Adizem 60mg Modified-release tablet (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"35343"	11575	"Amlodipine 5mg / Valsartan 160mg tablets"	"Amlodipine/Valsartan"	"160mg + 5mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists/Calcium-Channel Blockers"	"Amlodipine/Valsartan"
"80447"	15	"Metoprolol 100mg/5ml oral solution"	"Metoprolol"	"20mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"2772"	134017	"Lasoride 5mg/40mg tablets (Sanofi)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"46687"	73	"Olmesartan medoxomil with amlodipine and hydrochlorothiazide 20mg + 5mg + 12.5mg Tablet"	"Amlodipine/Hydrochlorothiazide/Olmesartan"	"20mg + 5mg + 12.5mg"	"Tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists"	"Amlodipine/Hydrochlorothiazide/Olmesartan"
"8113"	51523	"Acebutolol 200mg capsules"	"Acebutolol"	"200mg"	"Oral capsule"	"Oral"	"Beta-Adrenoceptor Blockers"	"Acebutolol"
"61422"	74	"Amlodipine 5mg tablets (Accord-UK Ltd)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"74299"	1	"Diazoxide 125mg/5ml oral suspension"	"Diazoxide"	"25mg/1ml"	"Oral suspension"	"Oral"	"Treatment Of Hypoglycaemia"	"Diazoxide"
"76222"	1	"Diazoxide 100mg/5ml oral suspension"	"Diazoxide"	"20mg/1ml"	"Oral suspension"	"Oral"	"Treatment Of Hypoglycaemia"	"Diazoxide"
"30129"	3	"Abicol Tablet (Knoll Ltd)"	"Bendroflumethiazide/Reserpine"	NA	"Tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Bendroflumethiazide/Reserpine"
"14126"	856	"Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Acebutolol"	"200mg + 12.5mg"	"Oral tablet"	"Oral"	"Unknown"	"Hydrochlorothiazide/Acebutolol"
"3474"	36292	"Betaloc-SA 200mg tablets (AstraZeneca UK Ltd)"	"Metoprolol"	"200mg"	"Modified-release tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"31080"	3	"Guanethidine 10mg/1ml solution for injection ampoules"	"Guanethidine"	"10mg/1ml"	"Solution for injection"	"Intramuscular"	"Adrenergic Neurone Blockers"	"Guanethidine"
"66002"	1	"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Teva UK Ltd)"	"Timolol"	"20mg/1ml + 5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Carbonic Anhydrase Inhibitors And Systemic Drugs (In Glaucoma)"	"Timolol"
"30636"	7	"Vasaten 50mg Tablet (Shire Pharmaceuticals Ltd)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"86559"	131	"Losartan 100mg tablets (Krka UK Ltd)"	"Losartan"	"100mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"24189"	7642	"Neo-bendromax 2.5mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Bendroflumethiazide"
"21749"	23	"HYDRALAZINE HCl 100 MG TAB"	"Hydralazine"	NA	"Tablet"	"Oral"	"Unknown"	"Hydralazine"
"34412"	2119	"Ramipril 5mg capsules (Teva UK Ltd)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"78954"	2	"Diazoxide 12.5mg/5ml oral suspension"	"Diazoxide"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"Treatment Of Hypoglycaemia"	"Diazoxide"
"41556"	1317	"Co-amilozide 5mg/50mg tablets (Teva UK Ltd)"	"Hydrochlorothiazide/Amiloride"	"50mg + 5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Hydrochlorothiazide/Amiloride"
"90125"	9	"Spironolactone 50mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Spironolactone"	"10mg/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"89271"	2	"Diltiazem 5% cream"	"Diltiazem"	"50mg/1gram"	"Cream"	"Route of administration not applicable"	"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"Diltiazem"
"41694"	55	"Enalapril 2.5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Enalapril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"77450"	124	"Motens 2mg tablets (Lexon (UK) Ltd)"	"Lacidipine"	"2mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lacidipine"
"35696"	313	"Kenzem SR 120mg capsules (Kent Pharma (UK) Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"23134"	685	"Nadolol 40mg / Bendroflumethiazide 5mg tablets"	"Bendroflumethiazide/Nadolol"	"40mg + 5mg"	"Oral tablet"	"Oral"	"Unknown"	"Bendroflumethiazide/Nadolol"
"32262"	709	"Diltiazem HCl 60mg Tablet (C P Pharmaceuticals Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"12313"	26900	"Carace 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Lisinopril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"48009"	26	"Felodipine 5mg Modified-release tablet (Sandoz Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"48099"	9	"Indapamide 2.5mg tablets (A A H Pharmaceuticals Ltd)"	"Indapamide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"77378"	615	"Zestril 10mg tablets (Dowelhurst Ltd)"	"Lisinopril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"51685"	0	"Doxazosin 4mg tablets (Accord-UK Ltd)"	"Doxazosin"	"4mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"77466"	125	"Co-tenidone 50mg/12.5mg tablets (Kent Pharma (UK) Ltd)"	"Chlortalidone/Atenolol"	"12.5mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Chlortalidone/Atenolol"
"51258"	0	"Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals)"	"Indapamide/Perindopril"	"1.25mg + 5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Indapamide/Perindopril"
"45051"	56	"Verapamil hc 240mg Modified-release tablet (Actavis UK Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"Verapamil"
"79334"	1	"Captopril 500micrograms/5ml oral solution"	"Captopril"	"100microgram/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"542"	39204	"Hydrochlorothiazide 25mg tablets"	"Hydrochlorothiazide"	"25mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Hydrochlorothiazide"
"56129"	0	"Ramipril 5mg capsules (Kent Pharma (UK) Ltd)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"66635"	58	"Dilzem XL 180 capsules (DE Pharmaceuticals)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"20082"	4007	"Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd)"	"Metoprolol"	"200mg"	"Modified-release tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"65065"	14	"Irbesartan 75mg tablets (A A H Pharmaceuticals Ltd)"	"Irbesartan"	"75mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"87108"	24	"Lisinopril 2.5mg tablets (Sigma Pharmaceuticals Plc)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"65853"	0	"Doxazosin 1mg tablets (Mawdsley-Brooks & Company Ltd)"	"Doxazosin"	"1mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"8524"	3403	"Securon 40mg Tablet (Abbott Laboratories Ltd)"	"Verapamil"	"40mg"	"Oral tablet"	"Oral"	"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"Verapamil"
"59163"	30	"Nifedipine 20mg modified-release tablets (Cubic Pharmaceuticals Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"41721"	2	"Prazosin 1mg tablets (A A H Pharmaceuticals Ltd)"	"Prazosin"	"1mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"84354"	4	"Candesartan 2mg tablets (Crescent Pharma Ltd)"	"Candesartan"	"2mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"56606"	227	"Azilsartan medoxomil 40mg tablets"	"Azilsartan"	"40mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Azilsartan"
"64966"	27	"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free (A A H Pharmaceuticals Ltd)"	"Timolol"	"5mg/1ml + 20mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Carbonic Anhydrase Inhibitors And Systemic Drugs (In Glaucoma)"	"Timolol"
"78441"	52	"Co-amilozide 5mg/50mg/5ml oral solution"	"Hydrochlorothiazide/Amiloride"	"1mg/1ml + 10mg/1ml"	"Oral solution"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Hydrochlorothiazide/Amiloride"
"38034"	3791	"Coversyl Arginine 2.5mg tablets (Servier Laboratories Ltd)"	"Perindopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"84982"	3669	"Metoprolol 25mg tablets"	"Metoprolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"29694"	231	"Inspra 50mg tablets (Viatris UK Healthcare Ltd)"	"Eplerenone"	"50mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Eplerenone"
"72810"	1	"Atenolol 10mg/5ml oral solution"	"Atenolol"	"2mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"77271"	23	"Enalapril 20mg Tablet (Neo Laboratories Ltd)"	"Enalapril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"17120"	3967	"Moexipril 15mg tablets"	"Moexipril"	"15mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Moexipril"
"81326"	11	"Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"68603"	0	"Losartan 50mg tablets (Wockhardt UK Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"84951"	60	"Eplerenone 25mg tablets (Aspire Pharma Ltd)"	"Eplerenone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Eplerenone"
"61123"	145	"Doxazosin 4mg/5ml oral solution"	"Doxazosin"	"800microgram/1ml"	"Oral solution"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"700"	2853	"Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd)"	"Verapamil"	"120mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"25777"	669	"Dilcardia SR 120mg capsules (Viatris UK Healthcare Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"11251"	17632	"Diovan 40mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"40mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"61339"	13	"Ramipril 10mg capsules (Almus Pharmaceuticals Ltd)"	"Ramipril"	"10mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"5220"	2389	"Furosemide with amiloride 80mg+10mg Tablet"	"Amiloride"	"80mg+10mg"	"Tablet"	"Oral"	"Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"53278"	2	"Adalat LA 30 tablets (Necessity Supplies Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"42081"	19	"Tritace 1.25mg Tablet (Sterwin Medicines)"	"Ramipril"	"1.25mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"9485"	1137	"Hypolar Retard 20 tablets (Sandoz Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"3203"	4725	"Capozide LS Tablet (E R Squibb and Sons Ltd)"	"Captopril/Hydrochlorothiazide"	"12.5mg + 25mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril/Hydrochlorothiazide"
"15053"	1165	"SPIRONOLACTONE 10 MG/5ML LIQ"	"Spironolactone"	NA	NA	NA	"Unknown"	"Spironolactone"
"19352"	2483	"Xuret 0.5mg Tablet (Galen Ltd)"	"Metolazone"	"0.5mg"	"Tablet"	"Oral"	"Thiazides And Related Diuretics"	"Metolazone"
"55896"	1	"Lisinopril 2.5mg tablets (Actavis UK Ltd)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"501"	3366910	"Felodipine 5mg modified-release tablets"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"60757"	0	"Trandolapril 500microgram capsules (Teva UK Ltd)"	"Trandolapril"	"500microgram"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Trandolapril"
"4334"	994	"Metolazone 500microgram low dose Tablet"	"Metolazone"	"500microgram"	"Tablet"	"Oral"	"Thiazides And Related Diuretics"	"Metolazone"
"57073"	0	"Ramipril 1.25mg capsules (Waymade Healthcare Plc)"	"Ramipril"	"1.25mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"88430"	17	"Ramipril 5mg capsules (Crescent Pharma Ltd)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"45816"	92	"Lisinopril 5mg tablets (Almus Pharmaceuticals Ltd)"	"Lisinopril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"86076"	1	"Ramipril 2.5mg tablets (Zentiva Pharma UK Ltd)"	"Ramipril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"71018"	0	"Lercanidipine 10mg tablets (Arrow Generics Ltd)"	"Lercanidipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lercanidipine"
"80498"	13	"Enalapril oral liquid"	"Enalapril"	NA	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"46991"	35777	"Tiopex 1mg/g eye gel 0.4g unit dose (Thea Pharmaceuticals Ltd)"	"Timolol"	"1mg/1gram"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"86885"	7	"Vizidor Duo 20mg/ml / 5mg/ml eye drops (Bausch & Lomb UK Ltd)"	"Timolol"	"5mg/1ml + 20mg/1ml"	"Eye drops"	"Ocular"	"Carbonic Anhydrase Inhibitors And Systemic Drugs (In Glaucoma)"	"Timolol"
