"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"period"
"274413016"	34	"7F2z"	"7F2z.00"	"other obstetric operations nos"	"386638009"	"1480780017"	32	"unspecified"
"274414010"	76	"7Fy"	"7Fy..00"	"other specified obstetric operations"	"386638009"	"1480780017"	32	"unspecified"
"274415011"	79	"7Fz"	"7Fz..00"	"obstetric operations nos"	"386638009"	"1480780017"	32	"unspecified"
"274851012"	14	"7G1L0"	"7G1L000"	"allograft of amniotic membrane to head or neck"	"177540009"	"274851012"	32	"late pregnancy"
"274852017"	135	"7G1L1"	"7G1L100"	"allograft of amniotic membrane nec"	"304040003"	"446285011"	32	"late pregnancy"
"278770019"	2435	"7L160"	"7L16000"	"intravenous induction of labour"	"180221005"	"278770019"	32	"postnatal"
"282803012"	2246	"8B68"	"8B68.00"	"pregnancy prophylactic therapy"	"182936009"	"282803012"	32	"unspecified"
"282822015"	6642	"8B74"	"8B74.00"	"iron supplement in pregnancy"	"182947002"	"282822015"	32	"unspecified"
"282823013"	16609	"8B75"	"8B75.00"	"vitamin supplement - pregnancy"	"182948007"	"282823013"	32	"unspecified"
"283530019"	52626	"8H27"	"8H27.00"	"obstetric emergency hospital admission"	"183460006"	"3082844016"	40	"unspecified"
"283570014"	38330	"8H3C"	"8H3C.00"	"non-urgent obstetric admission"	"183494008"	"283570014"	40	"unspecified"
"283655015"	1066122	"8H57"	"8H57.00"	"obstetric referral"	"183548008"	"283655015"	40	"unspecified"
"283737019"	80576	"8H7W"	"8H7W.00"	"referral for counselling for termination of pregnancy"	"183606009"	"2695402019"	40	"unspecified"
"283814015"	3136	"8HE7"	"8HE7.00"	"discharged from hospital within 6 hours of delivery"	"183673002"	"283814015"	27	"postnatal"
"283843011"	18389	"8HJ7"	"8HJ7.00"	"obstetric self-referral"	"183695003"	"283843011"	40	"unspecified"
"283909015"	1	"8HKN"	"8HKN.00"	"obstetric d.v. requested"	"183730002"	"283909015"	40	"unspecified"
"283951010"	673	"8HLN"	"8HLN.00"	"obstetric d.v. done"	"183760007"	"283951010"	27	"unspecified"
"283984010"	495	"8HMN"	"8HMN.00"	"listed for obstetric admission"	"183789009"	"283984010"	40	"unspecified"
"284066015"	912844	"8HT9"	"8HT9.00"	"referral to antenatal clinic"	"183860003"	"284066015"	40	"early pregnancy"
"284067012"	2899	"8HTA"	"8HTA.00"	"referral to postnatal clinic"	"183861004"	"284067012"	40	"postnatal"
"284094011"	2454	"8HV6"	"8HV6.00"	"private referral to obstetrician"	"183885007"	"284094011"	40	"unspecified"
"284238018"	214114	"8M6"	"8M6..00"	"requests pregnancy termination"	"184005004"	"284238018"	32	"unspecified"
"285219018"	2395388	"9N1N"	"9N1N.00"	"seen in antenatal clinic"	"185226003"	"285219018"	37	"early pregnancy"
"285267011"	40549	"9N05"	"9N05.00"	"seen in postnatal clinic"	"185266004"	"285267011"	37	"postnatal"
"286478012"	6	"A370"	"A370.00"	"obstetrical tetanus"	"186378005"	"286478012"	32	"unspecified"
"291092014"	2	"B911z"	"B911z00"	"uncertain neoplasm of placenta nos"	"95005005"	"157472010"	32	"late pregnancy"
"293024013"	9	"C283"	"C283.00"	"puerperal osteomalacia"	"190643008"	"293024013"	32	"postnatal"
"294714016"	9086	"E03y3"	"E03y300"	"postpartum psychosis"	"18260003"	"30832017"	32	"postnatal"
"296443010"	368	"Eu53z"	"Eu53z00"	"[x]puerperal mental disorder, unspecified"	"199260001"	"306152013"	32	"postnatal"
"301902016"	22	"J0043"	"J004300"	"antenatal enamel hypoplasia"	"196278005"	"301902016"	32	"early pregnancy"
"301904015"	11	"J0045"	"J004500"	"postnatal enamel hypoplasia"	"196280004"	"301904015"	32	"postnatal"
"304633016"	15	"K31y3"	"K31y300"	"postpartum subinvolution of breast"	"31834007"	"53189014"	32	"postnatal"
"304898014"	22	"K54y3"	"K54y300"	"old uterine laceration due to obstetric cause"	"198332009"	"304898014"	32	"unspecified"
"304916013"	3	"K5532"	"K553200"	"cicatrix (postpartum) of cervix"	"198347000"	"304916013"	32	"postnatal"
"305277014"	77447	"L"	"L....00"	"complications of pregnancy, childbirth and the puerperium"	"198609003"	"305277014"	32	"postnatal"
"305290019"	1524	"L0300"	"L030000"	"delivery of viable fetus in abdominal pregnancy"	"198617006"	"305290019"	32	"postnatal"
"305296013"	319	"L031z"	"L031z00"	"tubal pregnancy nos"	"79586000"	"132037019"	32	"unspecified"
"305297016"	321	"L03y"	"L03y.00"	"other ectopic pregnancy"	"34801009"	"58080013"	32	"unspecified"
"305298014"	6	"L03y2"	"L03y200"	"membranous pregnancy"	"198624007"	"305298014"	32	"unspecified"
"305300014"	3	"L03y6"	"L03y600"	"mesenteric pregnancy"	"198626009"	"305300014"	32	"unspecified"
"305301013"	10	"L03y7"	"L03y700"	"angular pregnancy"	"198627000"	"305301013"	32	"unspecified"
"305303011"	115	"L03yz"	"L03yz00"	"other ectopic pregnancy nos"	"34801009"	"58080013"	32	"unspecified"
"305304017"	7918	"L03z"	"L03z.00"	"ectopic pregnancy nos"	"34801009"	"58080013"	32	"unspecified"
"305387010"	2	"L0503"	"L050300"	"legal termination of pregnancy complicated by renal failure"	"4576001"	"2967053016"	32	"unspecified"
"305388017"	1	"L0504"	"L050400"	"legal termination of pregnancy complicated by metabolic disorder"	"3634007"	"2967124019"	32	"unspecified"
"305389013"	2	"L0505"	"L050500"	"legal termination of pregnancy complicated by shock"	"27169005"	"2967226011"	32	"unspecified"
"305390016"	1	"L0506"	"L050600"	"legal termination of pregnancy complicated by embolism"	"57734001"	"2967221018"	32	"unspecified"
"305391017"	69	"L050w"	"L050w00"	"legal termination of pregnancy with complication"	"48433002"	"2967302012"	32	"unspecified"
"305394013"	119	"L050y"	"L050y00"	"legal termination of pregnancy without complication"	"34500003"	"2967104018"	32	"unspecified"
"305415011"	245	"L051y"	"L051y00"	"incomplete legal termination of pregnancy"	"267193004"	"2967111019"	32	"unspecified"
"305434011"	3231	"L052y"	"L052y00"	"complete legal termination of pregnancy"	"267194005"	"2967206012"	32	"unspecified"
"305436013"	10337	"L05z"	"L05z.00"	"legal termination of pregnancy"	"39406005"	"492068019"	32	"unspecified"
"305466018"	8	"L061y"	"L061y00"	"illegal termination of pregnancy, incomplete"	"198743003"	"2966723011"	32	"unspecified"
"305482017"	7	"L062y"	"L062y00"	"illegal termination of pregnancy, complete"	"198755009"	"2966813014"	32	"unspecified"
"305539016"	188	"L08y"	"L08y.00"	"failed attempted termination of pregnancy"	"49416000"	"1230716015"	32	"unspecified"
"305542010"	267	"L090"	"L090.00"	"genital or pelvic infection following abortive pregnancy"	"609450004"	"2966798010"	32	"unspecified"
"305543017"	805	"L0900"	"L090000"	"endometritis following abortive pregnancy"	"198820000"	"305543017"	32	"unspecified"
"305544011"	19	"L0901"	"L090100"	"parametritis following abortive pregnancy"	"609473007"	"2966725016"	32	"unspecified"
"305545012"	13	"L0902"	"L090200"	"pelvic peritonitis following abortive pregnancy"	"609474001"	"2966773014"	32	"unspecified"
"305546013"	74	"L0903"	"L090300"	"salpingitis following abortive pregnancy"	"609483006"	"2966741015"	32	"unspecified"
"305547016"	52	"L0904"	"L090400"	"salpingo-oophoritis following abortive pregnancy"	"198824009"	"305547016"	32	"unspecified"
"305550018"	173	"L090z"	"L090z00"	"septicaemia nos following abortive pregnancy"	"609485004"	"2966729010"	32	"unspecified"
"305554010"	5	"L0910"	"L091000"	"afibrinogenaemia following abortive pregnancy"	"609456005"	"2966793018"	32	"unspecified"
"305555011"	4	"L0911"	"L091100"	"defibrination syndrome following abortive pregnancy"	"609462000"	"2966767013"	32	"unspecified"
"305557015"	3	"L0912"	"L091200"	"intravascular haemolysis following abortive pregnancy"	"198830009"	"305557015"	32	"unspecified"
"305561014"	5	"L0920"	"L092000"	"bladder damage following abortive pregnancy"	"609503006"	"2966961015"	32	"unspecified"
"305562019"	13	"L0921"	"L092100"	"bowel damage following abortive pregnancy"	"609504000"	"2966957014"	32	"unspecified"
"305563012"	2	"L0922"	"L092200"	"broad ligament damage following abortive pregnancy"	"609505004"	"2966938017"	32	"unspecified"
"305564018"	9	"L0923"	"L092300"	"cervix damage following abortive pregnancy"	"609508002"	"2966909015"	32	"unspecified"
"305565017"	2	"L0924"	"L092400"	"periurethral tissue damage following abortive pregnancy"	"609511001"	"2967126017"	32	"unspecified"
"305566016"	17	"L0925"	"L092500"	"uterus damage following abortive pregnancy"	"609513003"	"2967143019"	32	"unspecified"
"305567013"	2	"L0926"	"L092600"	"vaginal damage following abortive pregnancy"	"609514009"	"2967061014"	32	"unspecified"
"305569011"	58	"L093"	"L093.00"	"renal failure following abortive pregnancy"	"609452007"	"2966819013"	32	"unspecified"
"305570012"	10	"L0930"	"L093000"	"oliguria following abortive pregnancy"	"609472002"	"2967117015"	32	"unspecified"
"305571011"	13	"L0931"	"L093100"	"acute renal failure following abortive pregnancy"	"609455009"	"2966764018"	32	"unspecified"
"305572016"	2	"L0932"	"L093200"	"renal shutdown following abortive pregnancy"	"609472002"	"2967117015"	32	"unspecified"
"305573014"	12	"L0933"	"L093300"	"renal tubular necrosis following abortive pregnancy"	"609482001"	"2966748014"	32	"unspecified"
"305575019"	2	"L0934"	"L093400"	"uraemia following abortive pregnancy"	"609490001"	"2966782015"	32	"unspecified"
"305577010"	2	"L094"	"L094.00"	"metabolic disorder following abortive pregnancy"	"609451000"	"2966838016"	32	"unspecified"
"305578017"	16	"L095"	"L095.00"	"shock following abortive pregnancy"	"609453002"	"2966815019"	32	"unspecified"
"305579013"	114	"L096"	"L096.00"	"embolism following abortive pregnancy"	"609449004"	"2966747016"	32	"unspecified"
"305581010"	2	"L0960"	"L096000"	"air embolism following abortive pregnancy"	"609457001"	"2966752014"	32	"unspecified"
"305582015"	4	"L0961"	"L096100"	"amniotic fluid embolism following abortive pregnancy"	"609458006"	"2966759017"	32	"late pregnancy"
"305583013"	3	"L0962"	"L096200"	"blood-clot embolism following abortive pregnancy"	"609459003"	"2966777010"	32	"unspecified"
"305584019"	2	"L0963"	"L096300"	"fat embolism following abortive pregnancy"	"609465003"	"2966761014"	32	"unspecified"
"305585018"	21	"L0964"	"L096400"	"pulmonary embolism following abortive pregnancy"	"609480009"	"2966835018"	32	"unspecified"
"305587014"	4	"L0965"	"L096500"	"pyaemic embolism following abortive pregnancy"	"609486003"	"2966721013"	32	"unspecified"
"305588016"	32	"L0966"	"L096600"	"septic embolism following abortive pregnancy"	"609486003"	"2966721013"	32	"unspecified"
"305589012"	2	"L0967"	"L096700"	"soap embolism following abortive pregnancy"	"609489005"	"2966724017"	32	"unspecified"
"305599019"	2	"L09y0"	"L09y000"	"acute liver necrosis following abortive pregnancy"	"609454008"	"2966954019"	32	"unspecified"
"305600016"	6	"L09y1"	"L09y100"	"cardiac arrest following abortive pregnancy"	"609506003"	"2966899014"	32	"unspecified"
"305601017"	3	"L09y2"	"L09y200"	"cardiac failure following abortive pregnancy"	"609507007"	"2966901017"	32	"unspecified"
"305602012"	5	"L09y3"	"L09y300"	"cerebral anoxia following abortive pregnancy"	"609461007"	"2966784019"	32	"unspecified"
"305603019"	5	"L09y4"	"L09y400"	"urinary tract infection following abortive pregnancy"	"609491002"	"2966807017"	32	"unspecified"
"305613010"	89	"L0y"	"L0y..00"	"other specified pregnancy with abortive outcome"	"17369002"	"29367011"	32	"unspecified"
"305614016"	413	"L0z"	"L0z..00"	"pregnancy with abortive outcome nos"	"363681007"	"484990015"	32	"unspecified"
"305615015"	47263	"L1"	"L1...00"	"complication occurring during pregnancy"	"609496007"	"2966969018"	32	"unspecified"
"305626014"	439	"L10y0"	"L10y000"	"other haemorrhage in early pregnancy unspecified"	"25825004"	"483054015"	32	"unspecified"
"305627017"	87	"L10y1"	"L10y100"	"haemorrhage in early pregnancy, delivered"	"81448000"	"504697014"	32	"unspecified"
"305630012"	62	"L10y2"	"L10y200"	"haemorrhage in early pregnancy, antepartum"	"30850008"	"484718018"	32	"late pregnancy"
"305631011"	292	"L10yz"	"L10yz00"	"other haemorrhage in early pregnancy nos"	"25825004"	"483054015"	32	"unspecified"
"305634015"	2167	"L10zz"	"L10zz00"	"early pregnancy haemorrhage nos"	"25825004"	"483054015"	32	"unspecified"
"305635019"	160	"L10z0"	"L10z000"	"early pregnancy haemorrhage nos unspecified"	"25825004"	"483054015"	32	"unspecified"
"305638017"	10	"L10z1"	"L10z100"	"early pregnancy haemorrhage nos - delivered"	"25825004"	"43268017"	32	"unspecified"
"305639013"	31	"L10z2"	"L10z200"	"early pregnancy haemorrhage nos - not delivered"	"25825004"	"43268017"	32	"unspecified"
"305655018"	89	"L1100"	"L110000"	"placenta praevia without haemorrhage unspecified"	"36813001"	"61411019"	32	"late pregnancy"
"305658016"	83	"L1101"	"L110100"	"placenta praevia without haemorrhage - delivered"	"198899007"	"305658016"	32	"late pregnancy"
"305659012"	76	"L1102"	"L110200"	"placenta praevia without haemorrhage - not delivered"	"198900002"	"305659012"	32	"late pregnancy"
"305664011"	76	"L110z"	"L110z00"	"placenta praevia without haemorrhage nos"	"36813001"	"61411019"	32	"late pregnancy"
"305665012"	1609	"L111"	"L111.00"	"placenta praevia with haemorrhage"	"198903000"	"305665012"	32	"late pregnancy"
"305668014"	136	"L1110"	"L111000"	"placenta praevia with haemorrhage unspecified"	"198903000"	"305665012"	32	"late pregnancy"
"305669018"	156	"L1111"	"L111100"	"placenta praevia with haemorrhage - delivered"	"198905007"	"305669018"	32	"late pregnancy"
"305672013"	112	"L1112"	"L111200"	"placenta praevia with haemorrhage - not delivered"	"198906008"	"305672013"	32	"late pregnancy"
"305673015"	96	"L111z"	"L111z00"	"placenta praevia with haemorrhage nos"	"198903000"	"305665012"	32	"late pregnancy"
"305679016"	344	"L1120"	"L112000"	"placental abruption unspecified"	"415105001"	"2533807017"	32	"late pregnancy"
"305680018"	878	"L1121"	"L112100"	"placental abruption - delivered"	"198910006"	"305680018"	32	"late pregnancy"
"305681019"	70	"L1122"	"L112200"	"placental abruption - not delivered"	"198911005"	"305681019"	32	"late pregnancy"
"305682014"	19	"L1123"	"L112300"	"premature separation of placenta with coagulation defect"	"198912003"	"305682014"	32	"late pregnancy"
"305683016"	314	"L112z"	"L112z00"	"placental abruption nos"	"415105001"	"2533807017"	32	"late pregnancy"
"305696015"	17	"L1130"	"L113000"	"antepartum haemorrhage with coagulation defect unspecified"	"267199000"	"398340017"	32	"late pregnancy"
"305697012"	3	"L1131"	"L113100"	"antepartum haemorrhage with coagulation defect - delivered"	"198917009"	"305697012"	32	"late pregnancy"
"305702015"	4	"L113z"	"L113z00"	"antepartum haemorrhage with coagulation defect nos"	"267199000"	"398340017"	32	"late pregnancy"
"305703013"	46	"L114"	"L114.00"	"antepartum haemorrhage with trauma"	"198920001"	"305703013"	32	"late pregnancy"
"305706017"	4	"L1140"	"L114000"	"antepartum haemorrhage with trauma unspecified"	"198920001"	"305703013"	32	"late pregnancy"
"305707014"	38	"L1141"	"L114100"	"antepartum haemorrhage with trauma - delivered"	"198922009"	"305707014"	32	"late pregnancy"
"305710019"	2	"L1142"	"L114200"	"antepartum haemorrhage with trauma - not delivered"	"198923004"	"305710019"	32	"late pregnancy"
"305711015"	4	"L114z"	"L114z00"	"antepartum haemorrhage with trauma nos"	"198920001"	"305703013"	32	"late pregnancy"
"305716013"	54	"L115"	"L115.00"	"antepartum haemorrhage with uterine leiomyoma"	"198925006"	"305716013"	32	"late pregnancy"
"305717016"	15	"L115-1"	"L115.11"	"antepartum haemorrhage with fibroid"	"198925006"	"305717016"	32	"late pregnancy"
"305718014"	316	"L115-2"	"L115.12"	"antepartum haemorrhage with uterine fibroid"	"198925006"	"305718014"	32	"late pregnancy"
"305719018"	1	"L1150"	"L115000"	"antepartum haemorrhage with uterine leiomyoma unspecified"	"198925006"	"305713017"	32	"late pregnancy"
"305722016"	7	"L1151"	"L115100"	"antepartum haemorrhage with uterine leiomyoma - delivered"	"198927003"	"305722016"	32	"late pregnancy"
"305726018"	6	"L115z"	"L115z00"	"antepartum haemorrhage with uterine leiomyoma nos"	"198925006"	"305716013"	32	"late pregnancy"
"305730015"	201	"L11y"	"L11y.00"	"other antepartum haemorrhage"	"34842007"	"485971018"	32	"late pregnancy"
"305731016"	123	"L11y0"	"L11y000"	"other antepartum haemorrhage unspecified"	"34842007"	"485971018"	32	"late pregnancy"
"305734012"	61	"L11y1"	"L11y100"	"other antepartum haemorrhage - delivered"	"34842007"	"58149017"	32	"late pregnancy"
"305735013"	66	"L11y2"	"L11y200"	"other antepartum haemorrhage - not delivered"	"34842007"	"58149017"	32	"late pregnancy"
"305738010"	73	"L11yz"	"L11yz00"	"other antepartum haemorrhage nos"	"34842007"	"485971018"	32	"late pregnancy"
"305742013"	100	"L11z0"	"L11z000"	"antepartum haemorrhage nos, unspecified"	"34842007"	"58149017"	32	"late pregnancy"
"305743015"	237	"L11z1"	"L11z100"	"antepartum haemorrhage nos - delivered"	"34842007"	"58149017"	32	"late pregnancy"
"305746011"	111	"L11z2"	"L11z200"	"antepartum haemorrhage nos - not deliv"	"34842007"	"58149017"	32	"late pregnancy"
"305747019"	512	"L11zz"	"L11zz00"	"antepartum haemorrhage nos"	"34842007"	"485971018"	32	"late pregnancy"
"305764016"	234	"L122"	"L122.00"	"other pre-existing hypertension in preg/childbirth/puerp"	"86041002"	"142647015"	32	"postnatal"
"305773012"	588	"L1230"	"L123000"	"transient hypertension of pregnancy unspecified"	"237279007"	"355621014"	32	"unspecified"
"305774018"	851	"L1231"	"L123100"	"transient hypertension of pregnancy - delivered"	"198965005"	"305774018"	32	"unspecified"
"305776016"	51	"L1233"	"L123300"	"transient hypertension of pregnancy - not delivered"	"198967002"	"305776016"	32	"unspecified"
"305780014"	2264	"L123z"	"L123z00"	"transient hypertension of pregnancy nos"	"237279007"	"355621014"	32	"unspecified"
"305802014"	161	"L1252"	"L125200"	"severe pre-eclampsia - delivered with postnatal complication"	"198984008"	"305802014"	32	"postnatal"
"305804010"	75	"L1254"	"L125400"	"severe pre-eclampsia with postnatal complication"	"198986005"	"305804010"	32	"postnatal"
"305809017"	137	"L1262"	"L126200"	"eclampsia - delivered with postnatal complication"	"198991006"	"305809017"	32	"postnatal"
"305810010"	12393	"L1265"	"L126500"	"eclampsia in pregnancy"	"198992004"	"305810010"	32	"unspecified"
"305813012"	168	"L1264"	"L126400"	"eclampsia with postnatal complication"	"198993009"	"305813012"	32	"postnatal"
"305846018"	6422	"L1300"	"L130000"	"mild hyperemesis unspecified"	"19569008"	"32948013"	32	"early pregnancy"
"305847010"	37	"L1301"	"L130100"	"mild hyperemesis-delivered"	"199022003"	"305847010"	32	"early pregnancy"
"305848017"	828	"L1302"	"L130200"	"mild hyperemesis-not delivered"	"199023008"	"305848017"	32	"early pregnancy"
"305849013"	2411	"L130z"	"L130z00"	"mild hyperemesis gravidarum nos"	"19569008"	"32948013"	32	"early pregnancy"
"305850013"	1769	"L131"	"L131.00"	"hyperemesis gravidarum with metabolic disturbance"	"199025001"	"305850013"	32	"early pregnancy"
"305854016"	61	"L131z"	"L131z00"	"hyperemesis gravidarum with metabolic disturbance nos"	"199025001"	"305850013"	32	"early pregnancy"
"305856019"	52	"L1320"	"L132000"	"late pregnancy vomiting unspecified"	"769087009"	"3688191014"	32	"unspecified"
"305857011"	3	"L1321"	"L132100"	"late pregnancy vomiting - delivered"	"769087009"	"3688191014"	32	"unspecified"
"305858018"	46	"L1322"	"L132200"	"late pregnancy vomiting - not delivered"	"769087009"	"3688191014"	32	"unspecified"
"305859014"	76	"L132z"	"L132z00"	"late pregnancy vomiting nos"	"769087009"	"3688191014"	32	"unspecified"
"305860016"	27172	"L13y"	"L13y.00"	"vomiting of pregnancy"	"90325002"	"149715015"	32	"unspecified"
